GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
Parpbp	560.1775	388.4251	4_RASMC_H3K27AC_UNSTIM_NEW_27565_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_27565_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_27565_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_27565_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_27565_lociStitched_4,4_RASMC_H3K27AC_UNSTIM_NEW_27565_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_26328_lociStitched_2
Pars2	811.2	7889.8789	8_RASMC_H3K27AC_PDGF_24H_NEW_23277_lociStitched,8_RASMC_H3K27AC_PDGF_24H_NEW_23277_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_20172_lociStitched,11_RASMC_H3K27AC_PDGF_2H_NEW_22726_lociStitched_1,11_RASMC_H3K27AC_PDGF_2H_NEW_22726_lociStitched_2,11_RASMC_H3K27AC_PDGF_2H_NEW_22726_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_REP2_20168_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_13878_lociStitched,3_RASMC_H3K27AC_PDGF_2H_REP2_20176_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_20178_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_20178_lociStitched_3
Parva	1260.2	9359.9811	1_RASMC_H3K27AC_UNSTIM_NEW_2178_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_2178_lociStitched,9_RASMC_H3K27AC_PDGF_2H_REP2_1801_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_1995_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_1798_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_1798_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_1798_lociStitched_3,12_RASMC_H3K27AC_UNSTIM_REP1_943_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_945_lociStitched
Parvb	356.9262	835.0182	3_RASMC_H3K27AC_UNSTIM_NEW_28794_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_28794_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_27508_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_27508_lociStitched_2
Patl1	1373.0	507.6302	5_RASMC_H3K27AC_PDGF_24H_REP2_1856_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_1856_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_1856_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_1856_lociStitched_3
Patz1	877.3816	2214.2213	6_RASMC_H3K27AC_PDGF_2H_REP2_8728_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_8728_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_8728_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_9691_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_6044_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_6044_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_6044_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_6044_lociStitched_4,5_RASMC_H3K27AC_PDGF_24H_NEW_9390_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_9390_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_9393_lociStitched
Pawr	655.0	5601.7635	5_RASMC_H3K27AC_PDGF_24H_NEW_26501_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_26501_lociStitched,9_RASMC_H3K27AC_PDGF_24H_REP2_15889_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_26500_lociStitched,8_RASMC_H3K27AC_PDGF_24H_REP2_15891_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_15891_lociStitched_2,8_RASMC_H3K27AC_PDGF_24H_REP2_15891_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_26499_lociStitched
Pax9	349.0637	143.1654	5_RASMC_H3K27AC_PDGF_2H_NEW_24576_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_24576_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_24576_lociStitched_2
Paxip1	154.762	3170.2078	2_RASMC_H3K27AC_PDGF_2H_NEW_19738_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_19738_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_21174_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_20225_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_20225_lociStitched_2,8_RASMC_H3K27AC_PDGF_24H_REP2_12188_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_21173_lociStitched
Pbdc1	350.8	785.9469	3_RASMC_H3K27AC_PDGF_2H_NEW_30650_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_30650_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_27215_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_32924_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_32924_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_32924_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_32925_lociStitched_2
Pbk	545.6	2518.5044	4_RASMC_H3K27AC_PDGF_2H_REP2_9453_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_9453_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_9453_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_9453_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_10259_lociStitched,8_RASMC_H3K27AC_PDGF_24H_NEW_10261_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_10587_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_10587_lociStitched_3
Pbld1	184.32	2433.1848	1_RASMC_H3K27AC_PDGF_2H_NEW_17248_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_17248_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_10668_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_18513_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_18513_lociStitched_2
Pbx1	796.7715	11238.162	6_RASMC_H3K27AC_PDGF_2H_REP2_7749_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_7749_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_8245_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_3616_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_7993_lociStitched,9_RASMC_H3K27AC_UNSTIM_REP1_3617_lociStitched_1,9_RASMC_H3K27AC_UNSTIM_REP1_3617_lociStitched_2,9_RASMC_H3K27AC_UNSTIM_REP1_3617_lociStitched_3,9_RASMC_H3K27AC_UNSTIM_REP1_3617_lociStitched_4,9_RASMC_H3K27AC_UNSTIM_REP1_3617_lociStitched_5,11_RASMC_H3K27AC_PDGF_24H_NEW_8241_lociStitched
Pbx2	979.2	2321.4861	6_RASMC_H3K27AC_PDGF_24H_REP2_10386_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_10386_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_10386_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_NEW_16823_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_15091_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_17245_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_7897_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_7897_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_7897_lociStitched_4,7_RASMC_H3K27AC_PDGF_24H_REP2_10384_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_10384_lociStitched_3,7_RASMC_H3K27AC_PDGF_24H_REP2_10384_lociStitched_5
Pbx3	193.177	767.586	5_RASMC_H3K27AC_PDGF_2H_REP2_16165_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_16165_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_16165_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_11067_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_18296_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_18296_lociStitched_3
Pbx4	539.0	1937.434	1_RASMC_H3K27AC_PDGF_24H_NEW_11080_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_11080_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_10162_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_10162_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_10755_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_10756_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_10756_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_NEW_10756_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_NEW_10757_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_11084_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_11084_lociStitched_3
Pc	1046.1012	11355.4711	1_RASMC_H3K27AC_PDGF_2H_REP2_2397_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_2397_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_REP2_1688_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_2393_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_2393_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_2686_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_2394_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_2687_lociStitched
Pcbd1	640.6	963.909	3_RASMC_H3K27AC_UNSTIM_NEW_18607_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_18607_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_17335_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_15628_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_15628_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_15628_lociStitched_3
Pcbp2	637.8	1653.6611	1_RASMC_H3K27AC_PDGF_2H_REP2_24312_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_24312_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_29112_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_29112_lociStitched_5,6_RASMC_H3K27AC_UNSTIM_REP1_12646_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_12646_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_16713_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_16713_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_16713_lociStitched_3
Pcbp3	351.6	1605.1256	6_RASMC_H3K27AC_PDGF_2H_REP2_15384_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_15384_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_18327_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_18327_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_18327_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_NEW_17058_lociStitched
Pcbp4	814.4	4341.5562	6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17677_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_REP2_17678_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17678_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_17678_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_25558_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_17679_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_17679_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_29280_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_29281_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_29281_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_REP2_25562_lociStitched_2
Pcca	449.0	69.33	4_RASMC_H3K27AC_PDGF_24H_NEW_10749_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_10749_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_10749_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_10749_lociStitched_3
Pccb	581.0	2102.4228	6_RASMC_H3K27AC_UNSTIM_REP1_13289_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_13289_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_28545_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_28545_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_28545_lociStitched_3
Pcdh18	591.0	2232.1012	2_RASMC_H3K27AC_UNSTIM_NEW_16493_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_16493_lociStitched,5_RASMC_H3K27AC_UNSTIM_REP1_7161_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_15384_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_7163_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_7163_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_7163_lociStitched_3
Pcdh20	465.8	1632.7737	2_RASMC_H3K27AC_UNSTIM_NEW_10938_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_10938_lociStitched,5_RASMC_H3K27AC_UNSTIM_REP1_4694_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_REP1_4694_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_REP1_4694_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_10610_lociStitched
Pcdh7	494.8	5571.4608	3_RASMC_H3K27AC_PDGF_2H_NEW_8882_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_8882_lociStitched,7_RASMC_H3K27AC_PDGF_2H_NEW_8883_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_8883_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_NEW_8883_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_8881_lociStitched
Pcdha7	204.7856	318.9568	3_RASMC_H3K27AC_PDGF_24H_NEW_13239_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_13239_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_13240_lociStitched_1
Pcdhga1	61.4572	85.473	1_RASMC_H3K27AC_PDGF_2H_REP2_11831_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_11831_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_13243_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_13243_lociStitched_3
Pcdhga2	207.8216	85.473	1_RASMC_H3K27AC_PDGF_2H_REP2_11831_lociStitched_1,1_RASMC_H3K27AC_UNSTIM_NEW_13784_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_13243_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_13243_lociStitched_3
Pcdhgb8	453.4	678.7204	1_RASMC_H3K27AC_PDGF_2H_REP2_11833_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_11833_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_11832_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_13245_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_13245_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_11834_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_11834_lociStitched_2
Pcdhgc3	668.6	3476.9793	5_RASMC_H3K27AC_PDGF_24H_NEW_13245_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_13245_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_13245_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_13245_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_13246_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_11837_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_11834_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_12874_lociStitched
Pced1a	977.5127	344.0082	5_RASMC_H3K27AC_PDGF_2H_NEW_18999_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_18999_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_18999_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_18999_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_18999_lociStitched_4,5_RASMC_H3K27AC_PDGF_2H_REP2_17037_lociStitched_2
Pced1b	271.8784	640.7866	5_RASMC_H3K27AC_PDGF_2H_REP2_24132_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_24132_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_24132_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_24132_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_27647_lociStitched
Pcgf3	586.4	779.2459	5_RASMC_H3K27AC_PDGF_2H_REP2_8127_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_8127_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_8127_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_8127_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_8959_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_8959_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_8447_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_8447_lociStitched_3
Pcgf5	655.0	273.9287	5_RASMC_H3K27AC_PDGF_24H_REP2_2091_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2091_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2091_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_2091_lociStitched_3
Pcgf6	1294.4885	3021.907	6_RASMC_H3K27AC_UNSTIM_NEW_3482_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_3482_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_3482_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_3387_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_3387_lociStitched_2,2_RASMC_H3K27AC_UNSTIM_NEW_3483_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_3098_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_3098_lociStitched_3
Pcid2	657.6704	578.4046	5_RASMC_H3K27AC_PDGF_24H_NEW_11661_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_11661_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_11661_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_11661_lociStitched_4,5_RASMC_H3K27AC_PDGF_24H_NEW_11661_lociStitched_5,5_RASMC_H3K27AC_PDGF_2H_NEW_11315_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_12037_lociStitched
Pcif1	481.7032	3854.5429	5_RASMC_H3K27AC_PDGF_24H_NEW_19971_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_19971_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_19971_lociStitched_5,5_RASMC_H3K27AC_PDGF_2H_NEW_19475_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_19972_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_19973_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_12006_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_12006_lociStitched_2
Pck2	629.4	1310.0324	2_RASMC_H3K27AC_UNSTIM_NEW_10429_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_10429_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_10430_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_10430_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_9348_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_10428_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_10428_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_10098_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_10098_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_10098_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_10431_lociStitched_1,2_RASMC_H3K27AC_UNSTIM_NEW_10431_lociStitched_3
Pcm1	838.2	359.3464	6_RASMC_H3K27AC_PDGF_2H_REP2_10326_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_10326_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_10326_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_10326_lociStitched_3
Pcmt1	514.4334	628.1847	4_RASMC_H3K27AC_PDGF_24H_NEW_11_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_11_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_11_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_4_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_4_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_11_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_11_lociStitched_2
Pcmtd2	310.2	490.5603	4_RASMC_H3K27AC_PDGF_2H_REP2_17737_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_17737_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_17737_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_17737_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_17738_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_17738_lociStitched_3
Pcna	794.6	6612.0258	3_RASMC_H3K27AC_PDGF_24H_NEW_19518_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_19518_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_19053_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_19053_lociStitched_3,16_RASMC_H3K27AC_PDGF_2H_REP2_17087_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_19515_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_19515_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_19515_lociStitched_3,9_RASMC_H3K27AC_PDGF_24H_NEW_19516_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_NEW_19516_lociStitched_3
Pcolce	742.4	4414.7086	9_RASMC_H3K27AC_UNSTIM_REP1_3145_lociStitched_1,9_RASMC_H3K27AC_UNSTIM_REP1_3145_lociStitched_1,9_RASMC_H3K27AC_UNSTIM_REP1_3145_lociStitched_2,9_RASMC_H3K27AC_UNSTIM_REP1_3145_lociStitched_3,8_RASMC_H3K27AC_UNSTIM_REP1_3147_lociStitched_1,8_RASMC_H3K27AC_UNSTIM_REP1_3147_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_7027_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_7240_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_6827_lociStitched,10_RASMC_H3K27AC_PDGF_24H_NEW_7028_lociStitched_1,10_RASMC_H3K27AC_PDGF_24H_NEW_7028_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_7030_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_7030_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_7234_lociStitched
Pcsk5	1119.2	876.5846	1_RASMC_H3K27AC_UNSTIM_REP1_1306_lociStitched,1_RASMC_H3K27AC_UNSTIM_REP1_1306_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_2795_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_2795_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_2795_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_REP1_1307_lociStitched
Pcsk6	249.9477	1089.3009	3_RASMC_H3K27AC_UNSTIM_NEW_1466_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_1466_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_1466_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_NEW_1305_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_1378_lociStitched
Pcsk7	737.4	4644.609	2_RASMC_H3K27AC_PDGF_24H_NEW_28339_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_28339_lociStitched,8_RASMC_H3K27AC_PDGF_24H_NEW_28341_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_NEW_28341_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_28337_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_27744_lociStitched_1,2_RASMC_H3K27AC_PDGF_24H_NEW_28343_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_17063_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17063_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_17063_lociStitched_3
Pcyox1	617.6	2763.0752	4_RASMC_H3K27AC_PDGF_2H_REP2_18530_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_18530_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_18530_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_18533_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_18533_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_18531_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_18531_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_18531_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_22262_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_22262_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_20725_lociStitched,7_RASMC_H3K27AC_PDGF_24H_REP2_12726_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_12726_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_21248_lociStitched
Pcyox1l	755.2	10200.9392	6_RASMC_H3K27AC_PDGF_24H_REP2_8291_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_8291_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_8291_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_8291_lociStitched_3,12_RASMC_H3K27AC_PDGF_24H_REP2_8285_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_14092_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_14092_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_13167_lociStitched,9_RASMC_H3K27AC_PDGF_24H_NEW_13538_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_NEW_13538_lociStitched_3
