GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
1558	Csnk1a1	994	4106.4462	6_RASMC_H3K27AC_UNSTIM_REP1_6110_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_6110_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_6108_lociStitched_1,7_RASMC_H3K27AC_UNSTIM_REP1_6108_lociStitched_2,7_RASMC_H3K27AC_UNSTIM_REP1_6108_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_REP1_6107_lociStitched
4672	Napb	491	633.9603	2_RASMC_H3K27AC_UNSTIM_REP1_9030_lociStitched,2_RASMC_H3K27AC_UNSTIM_REP1_9030_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_17192_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_17192_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_17192_lociStitched_3
2113	Eif2ak4	593	8720.8527	6_RASMC_H3K27AC_PDGF_2H_NEW_18733_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_18733_lociStitched,11_RASMC_H3K27AC_UNSTIM_REP1_8727_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_20162_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_19192_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_8729_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_8729_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_16796_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_16796_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_16796_lociStitched_3
3123	Hic1	682.6	3603.6973	3_RASMC_H3K27AC_UNSTIM_NEW_4657_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_4657_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_4214_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_4214_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_4214_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_4214_lociStitched_7,5_RASMC_H3K27AC_PDGF_2H_NEW_4334_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_4334_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_4535_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_4336_lociStitched_1,2_RASMC_H3K27AC_PDGF_2H_REP2_4218_lociStitched_1,2_RASMC_H3K27AC_PDGF_2H_REP2_4218_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_4531_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_4213_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_4337_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_4656_lociStitched
6835	Sec61g	665.4	4560.8631	8_RASMC_H3K27AC_PDGF_24H_NEW_9563_lociStitched,8_RASMC_H3K27AC_PDGF_24H_NEW_9563_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_9865_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_8887_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_8887_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_8887_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_REP1_4237_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_9301_lociStitched
7123	Slc35g1	289.46	6497.9226	1_RASMC_H3K27AC_PDGF_2H_REP2_2909_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_2909_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_3300_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_3298_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_3212_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_3062_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_3303_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_2910_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_3208_lociStitched
1923	Dnpep	585.8	3453.2607	4_RASMC_H3K27AC_PDGF_2H_REP2_26522_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_26522_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_26522_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_26522_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_26523_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_30430_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_30431_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_26520_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_31865_lociStitched
4525	Msl1	951.8	10668.403	7_RASMC_H3K27AC_PDGF_24H_NEW_5075_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_5075_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_5075_lociStitched_2,7_RASMC_H3K27AC_PDGF_24H_NEW_5075_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_5076_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_5076_lociStitched_3,7_RASMC_H3K27AC_PDGF_24H_REP2_3426_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5077_lociStitched,13_RASMC_H3K27AC_UNSTIM_NEW_5199_lociStitched_1,13_RASMC_H3K27AC_UNSTIM_NEW_5199_lociStitched_3,13_RASMC_H3K27AC_UNSTIM_NEW_5199_lociStitched_5,8_RASMC_H3K27AC_PDGF_24H_NEW_5074_lociStitched
6400	Rfx1	831	945.8938	6_RASMC_H3K27AC_PDGF_24H_REP2_8592_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_8592_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_8592_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_8592_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_14049_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_14049_lociStitched_3
6758	Sc5d	700.6	796.6332	6_RASMC_H3K27AC_UNSTIM_REP1_12873_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_12873_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_12873_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_12873_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_17014_lociStitched
7160	Slc50a1	829.4	4192.5501	6_RASMC_H3K27AC_PDGF_2H_REP2_14252_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_14252_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_14252_lociStitched_5,3_RASMC_H3K27AC_PDGF_24H_NEW_16207_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_14257_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_16208_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_16984_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_16209_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_14255_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_14255_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_14255_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_9818_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_9818_lociStitched_3
3807	Las1l	318.4	675.0726	4_RASMC_H3K27AC_PDGF_2H_REP2_27137_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_27137_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_27137_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_27137_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_31310_lociStitched
5435	Pias2	594.8	992.004	2_RASMC_H3K27AC_UNSTIM_NEW_14326_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_14326_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_8421_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_8421_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_8421_lociStitched_3
5764	Prdm2	741.4	700.3221	5_RASMC_H3K27AC_PDGF_24H_REP2_14381_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_14381_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_14381_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_14381_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_21006_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_23513_lociStitched
5973	Ptprs	606	2185.3471	5_RASMC_H3K27AC_PDGF_24H_NEW_29653_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_29653_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_29653_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_29653_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_29654_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_29655_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_28974_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_17901_lociStitched
349	Ankrd13d	1050.6	9686.5162	3_RASMC_H3K27AC_PDGF_24H_NEW_2678_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_2678_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_1683_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_2551_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_2676_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_2676_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_REP2_2386_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_REP2_2386_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_REP2_2386_lociStitched_3,13_RASMC_H3K27AC_PDGF_24H_REP2_1682_lociStitched_5
8104	Tprg1l	716.4	456.7198	5_RASMC_H3K27AC_PDGF_24H_NEW_24244_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_24244_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_24244_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_24244_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_21198_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_24243_lociStitched_2
2067	Eef1a1	1304	5495.3032	2_RASMC_H3K27AC_UNSTIM_NEW_30296_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_30296_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_30297_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_28325_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_17463_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17463_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_28964_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_25310_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_17464_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17464_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_17464_lociStitched_3
843	Btg3	542.6	496.4083	2_RASMC_H3K27AC_PDGF_24H_NEW_5752_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_5752_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_5753_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5753_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_5753_lociStitched_3
4405	Mok	603.4	6362.4782	6_RASMC_H3K27AC_UNSTIM_NEW_27039_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_27039_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_22540_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_22540_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_22540_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_25827_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_27040_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_27040_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_25826_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_25234_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_15461_lociStitched
2740	Gba	427.4	3645.6792	4_RASMC_H3K27AC_UNSTIM_NEW_16980_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_16980_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_16980_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_14248_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_14248_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_14252_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_14252_lociStitched_5,3_RASMC_H3K27AC_PDGF_24H_NEW_16207_lociStitched,5_RASMC_H3K27AC_UNSTIM_REP1_7420_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_16984_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_16203_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_16203_lociStitched_2,3_RASMC_H3K27AC_PDGF_24H_NEW_16203_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_16204_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_16204_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_NEW_16199_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_16199_lociStitched_3
8002	Tmem88	247.1859	8965.479	7_RASMC_H3K27AC_UNSTIM_REP1_2029_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_2029_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_2933_lociStitched_2,2_RASMC_H3K27AC_UNSTIM_NEW_4527_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_4066_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_4394_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_4394_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_NEW_4394_lociStitched_6,1_RASMC_H3K27AC_PDGF_2H_REP2_4067_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_4069_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_2032_lociStitched
9019	Znrf2	514.4	1216.6136	5_RASMC_H3K27AC_PDGF_2H_REP2_18293_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_18293_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_18293_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_18293_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_NEW_20440_lociStitched
2869	Gnao1	317	129.6183	5_RASMC_H3K27AC_PDGF_2H_REP2_12437_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_12437_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_12437_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_12437_lociStitched_3
7714	Tcea3	380.3901	4396.051	3_RASMC_H3K27AC_PDGF_24H_REP2_14264_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_REP2_14264_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_REP2_14264_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_23903_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_20816_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_23904_lociStitched,8_RASMC_H3K27AC_PDGF_2H_NEW_23351_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_NEW_23351_lociStitched_3
4161	Mccc2	496.6	112.2183	4_RASMC_H3K27AC_PDGF_24H_NEW_14947_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_14947_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_14947_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_14947_lociStitched_3
7595	Syf2	740.8	1275.817	3_RASMC_H3K27AC_PDGF_24H_NEW_23858_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_23858_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_25015_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_25015_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_14227_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_14227_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_14228_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_14228_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_14228_lociStitched_3
3925	Lrpap1	523.4	1304.913	5_RASMC_H3K27AC_PDGF_2H_REP2_8669_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_8669_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_9067_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_8670_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_9627_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_9628_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_9628_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_9628_lociStitched_3
1330	Clhc1	807.2988	909.9392	6_RASMC_H3K27AC_PDGF_24H_NEW_9723_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_9723_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_9723_lociStitched_4,6_RASMC_H3K27AC_PDGF_24H_NEW_9723_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_NEW_9723_lociStitched_6,6_RASMC_H3K27AC_PDGF_24H_NEW_9723_lociStitched_7,5_RASMC_H3K27AC_PDGF_24H_NEW_9720_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_9720_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_6244_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_6244_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_9722_lociStitched
5002	Nudt14	576.0869	3206.919	5_RASMC_H3K27AC_UNSTIM_NEW_27106_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_27106_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_27106_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_27107_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_22623_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_25896_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_27104_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_27104_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_15505_lociStitched
5091	Orai3	1678.4	7424.3304	4_RASMC_H3K27AC_PDGF_24H_NEW_2345_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_2345_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_2345_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_2346_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_2018_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_2343_lociStitched_1,10_RASMC_H3K27AC_PDGF_24H_REP2_1441_lociStitched_1,10_RASMC_H3K27AC_PDGF_24H_REP2_1441_lociStitched_2,10_RASMC_H3K27AC_PDGF_24H_REP2_1441_lociStitched_3
4130	Masp2	8.4872	2547.8418	6_RASMC_H3K27AC_UNSTIM_NEW_25271_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_25271_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_25271_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_14401_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_23572_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_23572_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_24110_lociStitched
1585	Ctdspl2	816.4	1334.6024	5_RASMC_H3K27AC_PDGF_2H_REP2_16889_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_16889_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_16889_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_16889_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_19288_lociStitched
6325	Rbm34	755.4	3022.8445	5_RASMC_H3K27AC_PDGF_24H_REP2_9008_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_9008_lociStitched,4_RASMC_H3K27AC_UNSTIM_REP1_6535_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_14275_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_14275_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_14275_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_9009_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_9009_lociStitched_3
1083	Cd2bp2	1235.4	9987.294	8_RASMC_H3K27AC_PDGF_24H_REP2_1424_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_1424_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_1424_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_1426_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_2324_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_1422_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_1994_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_1994_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_1994_lociStitched_3
4594	Myadm	815.4	1792.2541	6_RASMC_H3K27AC_PDGF_24H_REP2_346_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_346_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_346_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_346_lociStitched_3
8160	Trim41	789.6	6551.6297	6_RASMC_H3K27AC_PDGF_2H_REP2_3650_lociStitched,6_RASMC_H3K27AC_PDGF_2H_REP2_3650_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_2602_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2602_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_2602_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_NEW_3780_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_3962_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_3781_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_3964_lociStitched
845	Bub1	679.8	1420.3859	4_RASMC_H3K27AC_UNSTIM_NEW_20374_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_20374_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_20374_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_20374_lociStitched_3,8_RASMC_H3K27AC_PDGF_24H_REP2_11671_lociStitched_1,8_RASMC_H3K27AC_PDGF_24H_REP2_11671_lociStitched_3
1987	Duoxa1	170.5248	3235.8665	4_RASMC_H3K27AC_PDGF_24H_REP2_11598_lociStitched,4_RASMC_H3K27AC_PDGF_24H_REP2_11598_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_16896_lociStitched_1,2_RASMC_H3K27AC_PDGF_24H_NEW_19298_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_18839_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_19299_lociStitched
6133	RGD1564482	756.4	5006.8148	3_RASMC_H3K27AC_PDGF_24H_REP2_14264_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_REP2_14264_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_20819_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_20819_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_23903_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_23904_lociStitched,8_RASMC_H3K27AC_PDGF_2H_NEW_23351_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_NEW_23351_lociStitched_2,8_RASMC_H3K27AC_PDGF_2H_NEW_23351_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_NEW_25063_lociStitched
8725	Yars	1018.314	3317.5473	5_RASMC_H3K27AC_PDGF_24H_NEW_23673_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_23673_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_20568_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_20567_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_24835_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_24836_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_24836_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_24836_lociStitched_4,6_RASMC_H3K27AC_UNSTIM_NEW_24836_lociStitched_5,4_RASMC_H3K27AC_PDGF_24H_NEW_23675_lociStitched
5371	Pgam5	538.8	587.0118	4_RASMC_H3K27AC_PDGF_2H_NEW_7279_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_7279_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_7279_lociStitched_5,5_RASMC_H3K27AC_UNSTIM_NEW_7704_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_7704_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_4954_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_4954_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_4954_lociStitched_3
2664	Fundc2	682	961.8405	5_RASMC_H3K27AC_UNSTIM_NEW_13434_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_13434_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_13434_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_5801_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_5801_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_5801_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_13436_lociStitched
8448	Uqcc1	669	3209.9472	5_RASMC_H3K27AC_PDGF_2H_NEW_19334_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_19334_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_19830_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_19827_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_19831_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_20797_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_20797_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_20797_lociStitched_3,2_RASMC_H3K27AC_PDGF_24H_NEW_19832_lociStitched
