GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
5982	Pum2	848.2	1034.5612	2_RASMC_H3K27AC_PDGF_24H_NEW_24763_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_24763_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_14812_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_14812_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_14812_lociStitched_3
6002	Pycard	912.6	2266.81	5_RASMC_H3K27AC_PDGF_24H_NEW_2356_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_2356_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_2356_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_2356_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_2357_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_1051_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_1051_lociStitched_3
3590	Keap1	684	411.9305	4_RASMC_H3K27AC_PDGF_2H_REP2_24475_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_24475_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_24475_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_24473_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_16844_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_16844_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_16844_lociStitched_3
8208	Trub2	905.2287	2731.6033	4_RASMC_H3K27AC_PDGF_24H_NEW_18143_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_18143_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_18143_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_17705_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_17705_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_17705_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_17705_lociStitched_4,6_RASMC_H3K27AC_PDGF_2H_NEW_17705_lociStitched_5,6_RASMC_H3K27AC_PDGF_2H_NEW_17706_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_17706_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_18141_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_19038_lociStitched
455	Arfip1	651.8	2344.4166	5_RASMC_H3K27AC_PDGF_2H_NEW_15721_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_15721_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_15721_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_15721_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_16094_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_16095_lociStitched
2980	Gsdmd	807.6	6185.9477	5_RASMC_H3K27AC_PDGF_2H_NEW_26657_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_26657_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_23693_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_28523_lociStitched,5_RASMC_H3K27AC_UNSTIM_REP1_12425_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_REP1_12425_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_27239_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_16261_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_16261_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_16261_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_27236_lociStitched,9_RASMC_H3K27AC_PDGF_2H_NEW_26653_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_26656_lociStitched
2356	Fam120a	488.4	4379.0553	3_RASMC_H3K27AC_UNSTIM_REP1_5325_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_5325_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_12004_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_12008_lociStitched,9_RASMC_H3K27AC_PDGF_24H_REP2_7467_lociStitched_1,9_RASMC_H3K27AC_PDGF_24H_REP2_7467_lociStitched_2,9_RASMC_H3K27AC_PDGF_24H_REP2_7467_lociStitched_3
4608	Myh9	1733.8	33996.8541	5_RASMC_H3K27AC_PDGF_24H_NEW_27339_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_27339_lociStitched,1_RASMC_H3K27AC_PDGF_24H_REP2_16364_lociStitched,34_RASMC_H3K27AC_PDGF_2H_REP2_23797_lociStitched_1,34_RASMC_H3K27AC_PDGF_2H_REP2_23797_lociStitched_2,34_RASMC_H3K27AC_PDGF_2H_REP2_23797_lociStitched_3,23_RASMC_H3K27AC_PDGF_24H_REP2_16371_lociStitched
8665	Wdyhv1	519	844.1414	4_RASMC_H3K27AC_PDGF_24H_NEW_27016_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_27016_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_27016_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_27016_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_23544_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_23544_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_27015_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_27015_lociStitched_3
153	Adamtsl5	565.8	3861.037	4_RASMC_H3K27AC_UNSTIM_NEW_27355_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_27355_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_27355_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_REP2_22827_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_27352_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_25524_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_22829_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_27353_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_27353_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_27353_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_26121_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_25522_lociStitched
1838	Dhx36	714.8	113.5697	4_RASMC_H3K27AC_PDGF_24H_NEW_15941_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_15941_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_15941_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_15941_lociStitched_3
7658	Taok2	1183.8	9027.6848	5_RASMC_H3K27AC_PDGF_2H_REP2_1981_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_1981_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_1981_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_1981_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_1977_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_2193_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_2193_lociStitched_3,13_RASMC_H3K27AC_PDGF_2H_NEW_2190_lociStitched_1,13_RASMC_H3K27AC_PDGF_2H_NEW_2190_lociStitched_5,6_RASMC_H3K27AC_PDGF_2H_REP2_1983_lociStitched
6811	Sdhc	959.6	9008.874	2_RASMC_H3K27AC_PDGF_2H_REP2_7798_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_7798_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_7794_lociStitched,8_RASMC_H3K27AC_PDGF_2H_NEW_8047_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_NEW_8047_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_NEW_8048_lociStitched,4_RASMC_H3K27AC_PDGF_24H_REP2_5391_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_8301_lociStitched,7_RASMC_H3K27AC_PDGF_2H_NEW_8054_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_8542_lociStitched,5_RASMC_H3K27AC_UNSTIM_REP1_3671_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_5392_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_5392_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_5392_lociStitched_3
672	Azi2	580.6	1231.6928	3_RASMC_H3K27AC_UNSTIM_NEW_30850_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_30850_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_25754_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_25754_lociStitched_2
3880	Lmna	1055.8	11804.0392	3_RASMC_H3K27AC_PDGF_2H_NEW_15797_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_15797_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_9798_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_9799_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_16952_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_9795_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_9800_lociStitched_1,10_RASMC_H3K27AC_PDGF_24H_REP2_9792_lociStitched_1,10_RASMC_H3K27AC_PDGF_24H_REP2_9792_lociStitched_2,10_RASMC_H3K27AC_PDGF_24H_REP2_9792_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_NEW_15800_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_14227_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_16173_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_14228_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_15796_lociStitched
1321	Clcn5	210.1005	56.1456	3_RASMC_H3K27AC_PDGF_24H_NEW_31058_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_31058_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_31058_lociStitched_2
7393	Spsb1	195.2079	13379.2925	1_RASMC_H3K27AC_PDGF_2H_NEW_23616_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_NEW_23616_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_NEW_23616_lociStitched_2,1_RASMC_H3K27AC_PDGF_24H_NEW_24154_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_24155_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_23619_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_25308_lociStitched,10_RASMC_H3K27AC_PDGF_2H_REP2_21093_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_23614_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_24158_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_24157_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_24160_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_24153_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_14434_lociStitched,9_RASMC_H3K27AC_PDGF_24H_NEW_24161_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_25312_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_25313_lociStitched
5219	Paxip1	154.762	3170.2078	2_RASMC_H3K27AC_PDGF_2H_NEW_19738_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_19738_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_21174_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_20225_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_20225_lociStitched_2,8_RASMC_H3K27AC_PDGF_24H_REP2_12188_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_21173_lociStitched
5158	Pafah1b1	1131	2957.4913	2_RASMC_H3K27AC_PDGF_2H_NEW_4312_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_4312_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_4192_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_4195_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_4639_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_4639_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_4639_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_2999_lociStitched
7620	Szrd1	808	2357.718	6_RASMC_H3K27AC_PDGF_24H_NEW_24024_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_24024_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_24024_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_24024_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_23474_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_23474_lociStitched_3
8778	Zbtb41	453.024	893.864	5_RASMC_H3K27AC_PDGF_24H_REP2_5168_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5168_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5168_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_7631_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_7631_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_8097_lociStitched
5630	Polr2j	500.6	2801.4328	8_RASMC_H3K27AC_PDGF_2H_REP2_6631_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_REP2_6631_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_REP2_6631_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_6635_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_7083_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_6636_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_7084_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_7085_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_7085_lociStitched_5,4_RASMC_H3K27AC_PDGF_2H_REP2_6634_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_6634_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_6634_lociStitched_3
3782	Lage3	415.2	491.7126	5_RASMC_H3K27AC_PDGF_2H_NEW_30908_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_30908_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_33253_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_27389_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_27389_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_33255_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_33255_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_18867_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_18867_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_18867_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_31681_lociStitched
1001	Ccdc17	477	1833.7619	6_RASMC_H3K27AC_PDGF_2H_REP2_20292_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_20292_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_20292_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_24588_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_24588_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_22852_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_22852_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_22852_lociStitched_3
6124	RGD1563441	661.2	7001.7913	7_RASMC_H3K27AC_UNSTIM_REP1_2029_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_2029_lociStitched,9_RASMC_H3K27AC_PDGF_2H_REP2_4060_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_4527_lociStitched,8_RASMC_H3K27AC_PDGF_2H_REP2_4062_lociStitched_1,8_RASMC_H3K27AC_PDGF_2H_REP2_4062_lociStitched_5,8_RASMC_H3K27AC_PDGF_2H_REP2_4062_lociStitched_7,3_RASMC_H3K27AC_UNSTIM_NEW_4524_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_4392_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_4392_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_4392_lociStitched_3
1218	Cep76	681.2994	1499.7341	2_RASMC_H3K27AC_UNSTIM_NEW_14200_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_14200_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_4,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_5,5_RASMC_H3K27AC_UNSTIM_NEW_14198_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_14198_lociStitched_3
3394	Imp4	549.28	2865.8821	2_RASMC_H3K27AC_PDGF_2H_NEW_29218_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_29218_lociStitched,4_RASMC_H3K27AC_UNSTIM_REP1_13509_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_18044_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_18044_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_18044_lociStitched_4,5_RASMC_H3K27AC_PDGF_24H_REP2_18044_lociStitched_5,6_RASMC_H3K27AC_UNSTIM_REP1_13508_lociStitched
3865	Lipt2	898.2	1500.5559	5_RASMC_H3K27AC_PDGF_24H_NEW_1909_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_1909_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_1909_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_1909_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_1811_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_1811_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_1910_lociStitched
1119	Cdc42bpg	370.2243	5688.212	3_RASMC_H3K27AC_PDGF_2H_REP2_2511_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_REP2_2511_lociStitched_2,3_RASMC_H3K27AC_PDGF_24H_REP2_1751_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_2507_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_2507_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_2508_lociStitched_1,2_RASMC_H3K27AC_UNSTIM_NEW_2849_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_2631_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_2631_lociStitched_3
631	Atp5s	522.5148	366.848	4_RASMC_H3K27AC_PDGF_24H_NEW_25220_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_25220_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_25220_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_25220_lociStitched_4,4_RASMC_H3K27AC_PDGF_24H_NEW_25220_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_NEW_25219_lociStitched_3
4955	Ns5atp9	400.8	6087.5201	6_RASMC_H3K27AC_UNSTIM_REP1_13075_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_13075_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_28148_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_28148_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_NEW_28148_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_30101_lociStitched,10_RASMC_H3K27AC_UNSTIM_REP1_13072_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_17335_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17335_lociStitched_3
4874	Noc3l	908.2	2576.5374	5_RASMC_H3K27AC_PDGF_24H_REP2_2133_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2133_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2133_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_2133_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_2134_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_2136_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_3222_lociStitched
8722	Yae1d1	617.6	998.68	1_RASMC_H3K27AC_UNSTIM_NEW_12925_lociStitched,1_RASMC_H3K27AC_UNSTIM_NEW_12925_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_12086_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_7679_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_7679_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_7679_lociStitched_3
8245	Ttbk2	552.4	544.1394	4_RASMC_H3K27AC_PDGF_2H_NEW_18796_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_18796_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_18796_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_18796_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_20224_lociStitched
8494	Usp42	100.7964	2194.7871	7_RASMC_H3K27AC_PDGF_24H_REP2_4503_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_4503_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_REP2_4503_lociStitched_2,1_RASMC_H3K27AC_PDGF_2H_NEW_6662_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_6870_lociStitched
2915	Gpatch2	726.2	229.4674	6_RASMC_H3K27AC_PDGF_24H_NEW_8578_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_8578_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_8578_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_8578_lociStitched_3
1869	Dlx2	437.6	1933.381	5_RASMC_H3K27AC_PDGF_24H_REP2_11250_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_11250_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_11250_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_REP2_16407_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_11252_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_11252_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_11252_lociStitched_3
5912	Psmg2	628.1337	1499.7341	2_RASMC_H3K27AC_UNSTIM_NEW_14200_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_14200_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_4,5_RASMC_H3K27AC_PDGF_2H_REP2_12164_lociStitched_5,5_RASMC_H3K27AC_UNSTIM_NEW_14198_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_14198_lociStitched_3
3628	Klc1	803.0574	3011.8809	5_RASMC_H3K27AC_PDGF_24H_NEW_25870_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_25870_lociStitched_1,1_RASMC_H3K27AC_PDGF_24H_REP2_15483_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_27074_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_22586_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_22586_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_REP2_22586_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_22584_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_25271_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_22587_lociStitched
2633	Foxp4	251.6	1026.598	5_RASMC_H3K27AC_PDGF_24H_NEW_29706_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_29706_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_29707_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_29707_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_29707_lociStitched_3
5536	Plekhf2	688.6	903.5169	6_RASMC_H3K27AC_PDGF_2H_REP2_19516_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_19516_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_REP2_19516_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_REP2_19516_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_NEW_21871_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_22353_lociStitched
7371	Spice1	647.2	105.9079	4_RASMC_H3K27AC_PDGF_2H_NEW_5950_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_5950_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_5950_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_5950_lociStitched_3
392	Ap1s2	342.2	577.8984	1_RASMC_H3K27AC_PDGF_2H_NEW_30440_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_30440_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_32678_lociStitched,1_RASMC_H3K27AC_PDGF_2H_NEW_30441_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_32679_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_32679_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_32679_lociStitched_3
4592	Mxi1	244.4424	1846.9631	2_RASMC_H3K27AC_UNSTIM_NEW_3523_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_3523_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_2286_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_3148_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_3275_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_2287_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_2287_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_3277_lociStitched
7960	Tmem231	476.6	3129.284	6_RASMC_H3K27AC_PDGF_2H_NEW_13985_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_13985_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_8806_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_8806_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_14350_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_13982_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_12821_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_12821_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_12821_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_14969_lociStitched
