brd4_unstim	brd4_2	brd4_24	h3k27ac_unstim	h3k27ac_2h	h3k27ac_24h	rna_unstim	rna_2h	rna_24h	brd4_log2_2_v_0	brd4_log2_24_v_0	h3k27ac_log2_2_v_0	h3k27ac_log2_24_v_0	rna_log2_2_v_0	rna_log2_24_v_0
Sts	467.674	367.79395	479.1793	1222.56545	1925.61285	1141.65225	5.33437765068288	4.70552291860612	5.72687288431072	-0.346605476954833	0.0350623612981273	0.655405972474805	-0.0987884326120518	-0.180964908348645	0.102427616226709
Mtif3	765.1477	601.7725	1143.93425	2023.8227	2760.71565	2131.96075	8.24045648240806	8.63736074876894	14.5295242186694	-0.346520085365865	0.580193962703536	0.447959393806887	0.0750979717963762	0.0678662884885606	0.818191298264681
Pofut1	1271.9341	1000.46735	1573.0175	4411.2676	7954.19555	4557.565	15.7248763673932	11.279950143423	27.2221229536127	-0.346349839264731	0.306510795703279	0.850522749473292	0.0470699510738584	-0.479287983206441	0.791730907380893
Ccdc174	15189.2793	11948.36785	20019.31185	52138.0332	34838.14335	45944.8616	12.2464688965593	11.9056387858528	13.1346339601533	-0.346239859391515	0.398338964824523	-0.581668421622435	-0.182432639373562	-0.0407207984818116	0.101010167969158
Cox19	4948.97245	3893.7946	8272.4897	14824.9759	13798.2635	23620.8635	9.01618597656169	8.71934570048143	15.1584056466579	-0.345952227978096	0.741192579237776	-0.103543043022931	0.672031946341166	-0.0482973949803425	0.74952884021177
Usp9x	3495.05005	2750.17485	3970.9098	10944.64525	10153.17495	10221.60685	29.0172426985128	22.9023690213794	27.3088034574738	-0.34578977061118	0.184156474625693	-0.10829425692504	-0.0986031853866756	-0.341413598467107	-0.0875443334848658
Gatad2a	6298.44465	4956.36675	8183.91135	16385.2952	18321.53865	18939.77155	28.4791268959452	40.0596756396841	33.642438026621	-0.345712666005237	0.377794906851802	0.161139001687134	0.209017264309086	0.492245822505269	0.24037734244431
Zfp418	587.92315	462.72105	565.1609	1324.0773	1797.9752	1043.10845	1.25455272295988	1.93248701080128	0.525052571721268	-0.345484855274153	-0.0569659284777799	0.441385771932804	-0.344098189627601	0.623285615398348	-1.25663931446701
Utrn	13254.11285	10435.03575	17188.16345	30993.12385	22210.48045	32853.0633	19.1827178560452	18.933639160771	28.8230426568657	-0.345004565053213	0.374975293354835	-0.480707572815698	0.0840797232795687	-0.0188554070564688	0.587415499744822
Cul5	2465.19405	1940.9152	2395.27875	7619.93045	9900.82085	8031.44125	19.4318656211404	24.9371060035984	23.4930313554959	-0.344964127099688	-0.0415076551032936	0.377770310301093	0.075881074260062	0.359869629177385	0.273808461024571
Triqk	570.8253	449.46135	612.8269	1248.3079	1673.4757	1154.13445	5.7420142631249	2.87046290058209	5.52445807059381	-0.344852217960096	0.102430346605296	0.422873777830558	-0.113162525021052	-1.00027350463711	-0.0557239659279882
Mettl15	1670.37005	1315.49395	2099.6537	3726.2246	3418.12405	3432.56145	0.148429695937814	0.158856319758742	0.884975463755629	-0.34456313598432	0.329983651489629	-0.124509880028588	-0.118429088195713	0.0979427287001142	2.57585769951371
Cldn22	5080.3963	4001.2369	5628.25065	14206.7627	8608.0477	11961.2788	0.670311031935472	0.219594980175613	0.133042385770502	-0.344494991447643	0.147745539506325	-0.722819867132742	-0.248206205923251	-1.60998560234227	-2.33294473285383
Adck3	1640.85375	1292.55385	2322.14485	3569.9629	2556.7014	5358.56145	3.47376067978732	1.63024831346435	3.88153993905296	-0.344222269622136	0.501011310421989	-0.481625405003559	0.585936667819787	-1.09140663764925	0.160130767346641
Ikbkap	3050.16915	2403.1642	2921.23175	9885.60985	9716.00905	7842.5774	23.1496739851659	13.3726449426353	27.0443275363639	-0.343954024645768	-0.0623124349106376	-0.0249661357626891	-0.334002107147361	-0.791707035513761	0.224334148701604
Ada	19908.2628	15691.0328	26753.2851	75412.72195	42335.12045	78693.38925	5.12345754891047	6.23760144299475	12.0335610086554	-0.343427021509607	0.426348717753122	-0.832952929547231	0.0614345218681507	0.283873636380604	1.2318739903551
Fgfr1op2	1366.96435	1077.9956	1479.2528	6399.3529	11494.4344	6499.1909	25.0778527266824	43.8474044104031	36.0998333640586	-0.342624328874793	0.11389300749024	0.844937545083862	0.0223340969797867	0.806077619775927	0.525578353992422
Thoc2	1494.51915	1178.59015	1300.95845	4499.1881	3817.34295	3957.01065	18.1429493569726	11.615375358141	14.880436290876	-0.342619268975984	-0.200106497077504	-0.23709587964859	-0.185253735490496	-0.643373226052881	-0.285992176004396
Psmc1	2674.20875	2108.9667	3282.26825	7685.8625	10727.3688	6905.01015	126.585341387192	207.200760576349	225.784435949529	-0.342575771727923	0.295581063550863	0.481017184513323	-0.15456363166199	0.71091894875855	0.83483568990149
Casc1	3051.0164	2406.62995	3247.1476	8195.1814	8100.4557	8357.07505	2.0371342046201	1.66936548948468	2.2750619327937	-0.342275608663172	0.0898830294247031	-0.0167728130044473	0.0282222082463264	-0.287241175193359	0.159364792638667
Mrps23	10514.8182	8295.3033	18170.7636	31956.88355	34592.1282	44971.188	30.6476138745547	27.0455486677265	44.1388715741886	-0.342057269941003	0.78919514176008	0.11431705204765	0.492874273220087	-0.180383589196129	0.526274992426728
Rnd3	17667.86295	13945.69045	13636.0101	46378.0504	31175.07905	31200.5152	250.264924909595	145.279269466137	92.816103686666	-0.341308182668451	-0.373705973342343	-0.573048956232352	-0.571872322648668	-0.784627255628569	-1.43100906761294
Rrm1	3878.46865	3062.33565	3699.7746	11040.40665	8685.60775	7729.7603	43.4496989909971	35.7279465901328	17.0088653882167	-0.340854720896052	-0.0680497596204663	-0.346094605765167	-0.514297729753189	-0.282293182848716	-1.35305927619788
Tbpl1	8605.17905	6794.47185	12351.88685	25989.1506	23108.88485	35617.3465	23.9003937234518	27.8337447161919	45.3243469465095	-0.34084379974421	0.52145432572004	-0.169461840852218	0.454670556183316	0.219800635404003	0.923251848465287
Abcb7	233.0284	184.0027	285.9953	960.3605	1065.6902	663.8993	6.07632702793338	4.36148202285266	7.7768441442651	-0.340778855862536	0.295485646212976	0.150140131078539	-0.532611635465042	-0.478381074585558	0.355985308243107
Styxl1	2341.49145	1849.2224	3164.58585	6456.0857	9970.91145	9423.06695	1.68305332828945	1.04865536618283	2.92286137515508	-0.340509026573264	0.434588936192261	0.627065659199552	0.545536964453879	-0.68254026642724	0.796300517111456
Atg16l2	5383.43695	4252.36725	8325.37105	9730.3842	12358.4174	16547.7227	4.67564310784166	3.44456466483207	14.1348899112168	-0.340261328673959	0.628987045144296	0.34492533032217	0.766064011360475	-0.440843151052738	1.59602392869129
Gprc5c	1904.07355	1504.0926	2837.25095	6341.5754	5749.19435	8161.96275	2.98613119576393	2.41370720398775	4.89333193096279	-0.340195817940128	0.57540455244059	-0.141481483568631	0.364074841292547	-0.307026871883175	0.712539597173277
Nr1d2	2208.6656	1744.9656	2577.1448	6921.168	7553.2832	7473.7504	10.1324359513989	6.3635899957044	16.6695012638071	-0.339976410320403	0.222598593088117	0.126088355547955	0.110816858776818	-0.671068264584139	0.718229884928844
Edn1	8388.0591	6628.64195	8793.0856	18377.1764	9952.993	13763.11525	55.9374581470289	37.395267901994	6.43559897334809	-0.339623699364173	0.0680324870301554	-0.884712783753804	-0.417108059972922	-0.580958978682265	-3.11966836366653
Nlk	2388.74965	1887.8778	2425.62955	5326.32745	6127.41755	4615.28015	3.64186309238728	3.28862734321809	4.87847370580406	-0.339490277966332	0.0221035724042249	0.202138041693084	-0.206722901852219	-0.147191152648732	0.421753163926412
Asun	1375.9447	1087.5719	1487.09605	6417.4232	11523.70445	6509.19875	13.4306330581063	20.8092401519357	20.3847650081646	-0.339311706962922	0.112075344113352	0.844538534412013	0.0204858401679893	0.631696977759279	0.601964017439049
B3galnt1	3147.3127	2488.0793	3863.2832	8821.0611	11170.6586	13123.8649	15.6981834622331	19.5929689155569	32.6564831003827	-0.339088056407912	0.295706914813774	0.34069013128101	0.573168532118002	0.31973839997889	1.05677180475069
Mmgt1	2114.5601	1671.6867	1867.3445	6936.2489	5207.1952	5265.5287	12.4408953613156	9.85576230646387	11.2142622891567	-0.339053075870243	-0.179369455217245	-0.413649179621817	-0.397577272766302	-0.336050951037399	-0.149755600467955
Pygb	1251.36065	989.5316	1717.57905	3406.00015	3276.11675	4360.66775	30.369432805342	22.1928161566078	42.0273664178794	-0.338679958626985	0.456878856081266	-0.0560917277627428	0.356470573571132	-0.452527214379011	0.46870909072758
Pth1r	7108.5624	5621.2519	9740.8173	14715.4594	12393.294	27255.4172	4.40255441333252	2.88043375582613	22.2134240638641	-0.338666359405618	0.454485000293211	-0.247772891512362	0.889210421576617	-0.612054756024363	2.33501905241328
Tacc1	6107.21485	4829.91135	8492.9811	18951.5545	15679.64695	22876.6069	15.1617668716339	16.4511368050824	17.6148964772418	-0.33851789011641	0.475756439786522	-0.273423114768054	0.271556894613015	0.117749393088224	0.216358108828846
Dis3l2	2426.7762	1919.9561	2393.66825	5676.56455	6783.98465	4296.71725	4.6557783552761	3.45958491694616	5.60473420318492	-0.33796774373411	-0.019817851593583	0.257114829010364	-0.401783234364157	-0.428423425564804	0.267623578421999
Dhx9	1225.02805	969.4222	1750.53085	3502.33035	5694.003	3441.46655	48.4850625221424	50.1856152221711	53.9829325364587	-0.337617757565418	0.514977703308761	0.701128083805253	-0.025291681920848	0.0497335572753057	0.154963006714126
Rhob	7771.43935	6151.3078	11527.0392	19307.04425	18361.334	25914.1863	51.075725957365	56.3028855420944	74.3370333970612	-0.337288657723819	0.568768263980871	-0.072456438213278	0.424614777688733	0.140571058174038	0.541443310399921
Klf2	6171.70245	4885.4918	10207.7566	16363.0844	14595.46855	26630.454	7.02058537941574	4.08717357554338	9.4923088255974	-0.33716470941831	0.725925420609107	-0.164924192678113	0.702632305763501	-0.780487814528998	0.435167710289256
Wsb2	4030.1236	3190.47995	5144.261	18386.5096	21794.2507	15647.65575	164.539339086807	161.422464493231	158.267146331824	-0.337050617806273	0.352139755819591	0.245299971816561	-0.232701095652235	-0.0275911872310113	-0.0560707470029529
Gcnt2	6034.629	4777.7625	7310.5859	12839.0245	11258.99015	14504.4146	4.9930599940642	16.3894616244134	13.2827323351361	-0.336929938981552	0.276721955277301	-0.18945815776731	0.175956477681858	1.71477231771501	1.41155580138313
Tceal8	549.7609	435.40455	635.3034	2405.773	2310.1361	1987.06335	121.602611926891	180.831565927778	149.509854178494	-0.336447819548923	0.208641436745287	-0.0585226719915468	-0.275862653277141	0.572472319289536	0.298066358382496
Stat1	6268.28795	4964.87505	6737.3028	15097.4056	8125.1759	11869.0678	47.1213068605789	34.6434504621439	34.8038719249789	-0.336314045058399	0.104099685725506	-0.893829701185258	-0.347094022480468	-0.443796922789928	-0.437131736787597
Llgl2	3054.64895	2419.68235	4796.1069	6136.6818	5856.22815	7903.72605	3.37191627395492	2.10869599921858	2.4341148053828	-0.336188924012349	0.650857224757074	-0.0674870186242913	0.365074164118504	-0.677217590457483	-0.470171499443116
Atxn10	1256.993	995.708	1864.9284	4116.6612	7436.5988	4578.1924	99.8817387701338	101.15611393112	163.780231018013	-0.336181989027985	0.569143626669941	0.853168221552458	0.153303373718856	0.0182906783635906	0.713468386509858
Rgma	2715.91275	2151.9664	4219.7072	7019.45385	11639.81525	10660.56505	3.28829939870152	5.22877350619724	5.49514637982511	-0.335781580688193	0.635705762614224	0.729637468783666	0.602853217546134	0.669130916624496	0.740816250264477
Acp2	2463.9197	1952.881	3252.51495	6469.14375	7992.64175	6191.66315	24.2870244162628	18.0255541822076	43.7988264771724	-0.335351198468789	0.400600449358224	0.305097654472581	-0.0632477855209839	-0.430142130786539	0.850706470012062
Rnpc3	1239.94775	982.8779	1167.32185	5002.58885	5232.26885	4219.29075	16.4470713417589	12.292987651274	15.3027186428769	-0.335195217257768	-0.0870769375016724	0.0647617870483614	-0.245674379137617	-0.419995125766947	-0.10404273112255
Tnpo1	3646.95935	2891.76805	3414.30295	9070.8661	7969.60185	7771.1017	31.0427365220037	23.9369732548617	30.7253540951346	-0.334742281373098	-0.0951030451816717	-0.186732657013815	-0.223121165711689	-0.375015001411637	-0.0148261044984928
Gng8	6059.98625	4805.1212	8872.6707	16978.4814	18383.80065	21608.56865	12.9946231263461	3.11529351405654	20.539551341766	-0.334741699569326	0.550053905097048	0.114727632680042	0.347896085123665	-2.06047479160472	0.660489875336194
Nup98	4703.32755	3729.84505	5774.2523	9136.05175	11658.76935	10407.8253	20.3385585998	27.6105223415259	26.2825711575469	-0.33456611068698	0.295952337895953	0.351772784037111	0.188025923291825	0.44100074282893	0.36988897921979
Lamtor4	869.3043	689.6709	1193.34995	2478.2423	2857.1039	2638.3549	88.2147484609598	71.7441642086838	147.662543939733	-0.333953185966724	0.457083989540697	0.205236253570169	0.0903213947123103	-0.29815839215583	0.743212136104709
Tmem67	3392.06865	2691.2984	3593.5807	7466.04615	9670.05225	7156.6173	5.88267379580235	2.81743284643267	6.99478472234474	-0.333863008130939	0.0832567165893554	0.373179258584134	-0.0610665928021064	-1.0620908144499	0.249807617827546
Slc30a6	2318.63225	1839.8136	2702.83995	5047.3497	3774.52795	3746.6387	9.19595901565061	9.19100456000366	15.2431809434158	-0.333714409809355	0.22120206709584	-0.419229816220204	-0.429929184804044	-0.000777482234707971	0.729092054098982
Rnpepl1	3060.9416	2429.0404	4057.68815	6922.0616	6205.124	6846.469	20.9349204903504	17.208873593654	28.4046028437278	-0.333589034613583	0.40668247250607	-0.157741739505397	-0.0158416563244579	-0.282758769909648	0.440213292386274
Ulk1	3934.6172	3123.02105	4639.0466	15260.25835	8090.34095	13603.3907	11.7671216349546	6.49381874211013	15.8103786024133	-0.333280988815998	0.237605056014825	-0.91550697829728	-0.165813092766006	-0.85762244348483	0.426110450790509
Rbak	1397.78095	1109.64515	1932.3844	3985.4265	5345.7954	4923.4715	2.00463831800407	1.77218562242191	2.44414725541641	-0.333039894489447	0.467243821337163	0.423670499933513	0.304941784642468	-0.177812242715008	0.285989242108433
Plcb4	5280.6805	4193.1988	4506.1153	17492.9872	12281.6417	12620.7149	28.5922973059948	26.8316662967754	11.6006398356724	-0.332672625724864	-0.228839626922687	-0.510273252777811	-0.470983038893356	-0.0916898894319145	-1.30142216119036
Hspa13	1196.4207	950.0465	1077.0391	2937.6464	2622.7617	2147.425	27.4339607456622	24.5392039997845	40.8836374916413	-0.332654743773814	-0.15165415140237	-0.163574018794421	-0.452053006025864	-0.160874472850757	0.57556063657487
Il4r	4247.34865	3373.53805	5665.395	10785.3606	8259.34415	13279.47425	7.23564445783421	8.46524868506839	9.18656136841816	-0.332300105309741	0.415614007118423	-0.384975281497011	0.300123617150254	0.22643093190773	0.344403426700657
Hnrnpd	1571.469	1248.4367	1794.47075	5742.53265	10471.10555	6025.8608	111.035865370896	162.48643751442	102.685113790276	-0.331991139151134	0.19144459460353	0.866654712133261	0.0694801921578083	0.54929355112836	-0.112798702533885
Ap4e1	3592.3742	2854.08745	4291.7437	11077.12365	8339.3465	12147.8644	5.42338813367932	3.75085071511174	3.80291296571028	-0.331908096321152	0.256626285532752	-0.409577072832414	0.133119398210955	-0.53197657840472	-0.512089501372832
Uhrf2	2379.0497	1890.2373	2764.8161	6785.93955	10395.76775	6883.30565	15.8084454348834	13.4602800307338	17.2284515821683	-0.331818049525737	0.216798112721076	0.615375824778702	0.0205529951823262	-0.231987079038076	0.12409754081766
Plekhh1	486.745	386.7418	692.45615	540.00415	1427.20395	950.1631	1.84907557697627	1.23552343071161	1.14692862486494	-0.331795456339853	0.508556555746681	1.40214911352559	0.815204685531031	-0.581681822514245	-0.689028579983022
Foxm1	2168.3604	1722.951	2903.8466	9549.1438	11564.5744	9778.9908	9.02982144139485	8.6110302441972	3.06561290938757	-0.331722892339402	0.421360677996077	0.27626888438993	0.0343142022100036	-0.0685116042462757	-1.55852191823912
Jmjd7	1630.95955	1296.5359	2347.07635	4282.2655	5518.34275	5590.36715	4.84657688481713	2.32704150830992	5.28260973457329	-0.331058847938403	0.525143771544489	0.365860821327981	0.384568790423801	-1.05846919317557	0.124284693241469
Slc41a1	1091.15555	867.70225	1675.78505	4177.3842	6925.57435	5222.13395	7.95005801215994	11.9356522241268	13.3486162568806	-0.330584804868602	0.618980328812217	0.729333885018383	0.32203962754944	0.58624011169375	0.74765290413331
Pdzd4	434.53835	345.63505	591.4535	1126.29235	1965.3101	1162.75535	0.530332201375731	2.14766042521834	1.92248468688462	-0.330233982030549	0.444781241415537	0.80317561448957	0.0459662237241307	2.01779764572154	1.85800385115523
Zfp319	1088.39735	865.97375	1754.74605	4626.25695	10448.34795	5787.19825	4.25914186765766	6.98907361603162	5.68772201104767	-0.329810150320585	0.689056907148862	1.17535754431278	0.32301966896773	0.71453845732271	0.417288169185678
Stk25	1482.99715	1180.06385	2497.05155	3790.96905	6042.4331	4680.6897	73.8323151464392	66.9533311203084	93.4785670659117	-0.329650903298811	0.751709779824214	0.672562916801033	0.30415444850817	-0.141096561999239	0.340383221648697
Fn3krp	989.1951	787.1995	1589.169	1873.5079	1813.2837	2445.9083	6.96244982737645	3.00448710537024	6.26867403053881	-0.329525788992548	0.683945557651947	-0.0471373993347388	0.384628255456807	-1.21247629603899	-0.151434714231415
Dhrs7b	4873.99245	3879.07115	5146.13435	15342.00655	8835.0312	11132.57805	16.2838229026401	13.4169942784817	28.4056794414749	-0.329392778220326	0.0783851056931066	-0.796180047719746	-0.462699455860976	-0.279377926215902	0.802739975109449
Cd320	2797.7111	2226.83195	3060.2399	4838.45235	5695.2144	5131.4454	28.021591970731	34.6405025360589	34.7732745975131	-0.3292543053229	0.129397760692489	0.23520450003228	0.0848196001300696	0.305920938753237	0.311440011079915
Aoc3	1676.7281	1334.71295	2009.61555	3534.0386	2877.1601	4214.1478	13.8680789551928	13.3886941961118	2.75240806671002	-0.329119256809614	0.261270773751743	-0.296672295302981	0.253923116132055	-0.0507526943921071	-2.33300167318529
Plxdc2	6804.33175	5416.54475	6040.8511	16472.36675	12278.2412	14562.82655	66.141360904502	73.2636756441956	98.2515389885385	-0.329080642125911	-0.171701656084831	-0.42394394014622	-0.177757455963544	0.147545352694158	0.570927275289
Top1mt	1476.3157	1175.2729	2046.6572	4226.85205	7140.69515	4298.64405	10.1411314187209	7.48788271596194	13.6398726797227	-0.329005473359636	0.471268216965106	0.756480912673533	0.0242980371905315	-0.437588875899017	0.427611558784874
Grk5	8533.46925	6793.4365	8473.3384	18810.432	12875.17705	19146.4029	29.173464199023	23.7842985231043	23.023164134229	-0.328990828141656	-0.010201895897259	-0.54694071082937	0.0255403914246184	-0.294647232909895	-0.341570588549541
Xiap	1313.254	1045.5583	1293.9485	4257.9537	3461.4456	3394.55845	8.25005953908389	5.57152153382242	10.4835999232019	-0.32887247037044	-0.0213657804967422	-0.298785587374084	-0.32693633542215	-0.566333162271662	0.345657767313473
Pex10	2204.2621	1756.3587	2980.5291	5542.3109	5483.1711	7042.51975	4.11522409931008	1.57337412278748	5.50118509486128	-0.327708263573797	0.435272679726607	-0.0154771491106231	0.345604062364089	-1.38710923544877	0.418771448817542
Atpaf2	3543.6966	2823.86875	4912.09025	9794.85305	16189.8492	12308.31565	18.8694395167984	14.0431954455526	25.6394951986935	-0.327582054783608	0.471081977403829	0.724993794416022	0.329537594217914	-0.42618032121191	0.442316286961741
Pgap2	4657.02325	3711.51415	5708.36865	9051.5327	11581.8831	10378.38015	7.77924982292597	5.81892049480576	10.9586994812833	-0.327400215703028	0.293670423193102	0.355635830210202	0.197347276299803	-0.418879504019544	0.494373653778254
Maea	3007.623	2397.5978	3595.8923	11686.64025	10477.7995	11850.8594	77.4592279575556	74.3938725318185	103.833661250192	-0.327034074014774	0.257726072385021	-0.157524473881173	0.0201314499111707	-0.0582533236562721	0.422765191615985
Etv1	1951.67975	1556.12895	2451.981	5335.48965	4246.33415	4654.931	1.01148760047158	0.403140549206109	2.84669446237122	-0.326754725850758	0.329231458536563	-0.329402773115087	-0.196860893638014	-1.32712382780562	1.49280902153038
Bmp4	2370.97485	1890.46695	2998.43365	10201.24435	11313.7705	11056.21375	117.165773579504	73.537172720267	39.0751820578415	-0.326737731886789	0.338728689299536	0.149334668116222	0.11611226957538	-0.672005576284495	-1.58422669167384
Sema3f	6090.9305	4856.8576	10092.2619	39490.8223	36812.8893	47555.28575	56.388530145588	47.3621307569109	95.3885581091643	-0.326639454703468	0.728515002788987	-0.101306423045806	0.26808829623044	-0.251667750073609	0.758414487475397
Maged2	310.3039	247.4543	583.605	1207.72075	1064.10345	1015.05795	66.9990555606569	70.050399407599	96.0049150527039	-0.326519717182997	0.911310414270421	-0.182648498738416	-0.250724818602588	0.064252517479666	0.518967508675856
Bdnf	5990.24465	4779.0582	5567.3276	18456.0026	19173.8878	17454.4056	23.0204151313613	24.5321354169106	24.0507223850888	-0.325888588886372	-0.105629947250643	0.0550527828529539	-0.0804988848178727	0.0917589696732337	0.0631663772012878
Anks3	1710.9756	1365.04385	2801.0147	3145.87975	4659.2394	5940.42785	12.5770307533007	6.7908939133981	16.3831006015793	-0.325871889569772	0.71113036894932	0.566630935221339	0.917103317251541	-0.889117963954967	0.381417057701889
Snx12	2259.4403	1802.8364	1680.81825	7078.5474	4348.97405	3876.34045	76.4084104179646	72.9528394416334	103.083366333121	-0.325696953882465	-0.42680170622914	-0.70277823255616	-0.86875804805117	-0.066767315924662	0.432008204046034
Tmem242	2144.2454	1711.2098	3007.4934	3702.0668	3939.215	4156.111	22.7772168202718	27.6203083320123	34.9151947148322	-0.325453375842537	0.488091545670597	0.0895772331375202	0.166903258369183	0.278137951924144	0.616263545450454
Rab6a	3075.1677	2454.1966	3292.884	9079.47145	12580.2633	7654.9031	55.0699215592155	68.6540310912608	78.9643502429852	-0.325414263382534	0.0986866023522666	0.470481897179505	-0.246224199876709	0.318079878629299	0.519936918287747
Ufsp2	2429.1621	1938.72775	2106.5745	6525.4228	5158.0097	4380.2855	38.3668903239912	33.6678545486823	53.2860395925646	-0.325348541297112	-0.205559827029298	-0.339256894651403	-0.57504647542523	-0.18849004800404	0.47389577311167
Zfp51	2359.6399	1884.23785	2438.2446	6160.9751	5753.0722	4463.5678	1.6028232716613	0.39109110075089	1.11011014070786	-0.324585619660244	0.0472761520697169	-0.0988261290205354	-0.464961364795402	-2.03503874862803	-0.529912539631921
Dpy19l4	1577.27015	1259.53865	1881.5721	3268.71275	4140.11435	3364.76245	3.85255502115091	2.10825590384919	6.9705880675418	-0.324534388620771	0.254508791446291	0.340948014915313	0.0417820545054983	-0.8697655665758	0.855464811860057
Ddx10	2313.43835	1847.5212	2100.9492	5363.892	3770.88875	3959.16025	11.4596636831159	6.60636887204419	11.9556242171721	-0.324447734392573	-0.138997374825715	-0.508375601154924	-0.438085726678072	-0.79463527361867	0.0611247521483769
Naga	2517.1212	2010.486	3457.999	5634.0234	5804.8573	6505.91065	28.882959703681	26.1899451718121	52.9341963693231	-0.324230394309456	0.458162767485478	0.0430950462306026	0.207585453299599	-0.141205546662583	0.873981442355327
Mettl7a	1841.72565	1471.115	2974.6744	5308.35865	4570.27935	6985.98835	17.8766729191587	6.84338552754811	24.0558211301893	-0.324148139096497	0.691673595022618	-0.215983497092168	0.396198389685333	-1.38529612709121	0.428307788507194
Ostm1	584.53095	466.91875	661.6112	1169.47045	2178.6206	1377.9811	28.6742202411936	20.4065619663324	45.5173001041371	-0.32410789135203	0.178704241966759	0.897559569120588	0.236700692225927	-0.490721112425067	0.666660731021692
Sema3e	454.86525	363.51675	436.9005	1124.61975	2194.8405	1412.68575	2.6745433536547	2.64725219433585	9.69275441501487	-0.323417380663136	-0.0581344655065266	0.964678814212524	0.32900328774555	-0.0147969477616428	1.85761410868652
Rhno1	2208.9801	1765.5972	2963.6975	9662.2774	11697.6382	9961.5858	14.8378711033019	6.62836740489521	8.77499547837388	-0.323224175158972	0.424017779546077	0.275782095647125	0.0440121528499482	-1.16255863563821	-0.757813825782897
Fmr1	844.871	675.5002	697.1406	2989.5401	3068.8989	2272.1962	22.6683831613742	17.1818386982382	16.1538811306758	-0.322774882129961	-0.277281429240119	0.0377975567673179	-0.395836148214952	-0.3997970601088	-0.488800665089459
Mrps26	708.6551	566.6362	1048.72795	2199.25425	3465.0653	2618.0325	42.4520271316207	38.2607927454782	36.7227496952114	-0.322660871193357	0.565484928964604	0.6558681405443	0.251468606855786	-0.149966679769002	-0.20915935801577
Jkamp	1780.022	1423.3033	2373.9693	6134.8969	4261.3318	5037.9227	29.0272129040155	21.386143398583	33.9925678481027	-0.322651945219318	0.41540620612831	-0.525734710455499	-0.28421011281338	-0.440729713671685	0.227813293424038
Tmsb4x	8826.28555	7057.84875	9151.14525	22065.9243	16972.04505	17273.68485	4784.32692934987	6516.92576482141	6493.69576485064	-0.322577909034816	0.0521458830170669	-0.378659767171671	-0.353244306652931	0.445875583945471	0.440723817553064
Mmp16	1899.881	1519.4396	2145.4302	5038.017	5908.2966	5153.7728	15.7093341018283	13.7561963671894	82.9831633538991	-0.3223697307469	0.175357907365338	0.229886261839901	0.032772948299872	-0.191540412635733	2.40119662644551
C1qtnf1	8461.60165	6768.45755	13636.40675	31564.186	27592.62175	39427.7886	9.66537766238402	5.58569984549578	11.4845587657529	-0.322103670573481	0.688460864175751	-0.194006003509912	0.320924249459589	-0.791088054323762	0.248797419620228
Man2a1	2482.4767	1985.79485	2790.76695	7144.07235	9843.6008	6857.2422	35.380665090123	31.3785174584103	35.4744509922756	-0.322063589456063	0.168881476575537	0.462439460439221	-0.0591182115489506	-0.173183977375317	0.00381918885860344
Tmem144	524.32625	419.58	774.4478	1566.8507	1245.31305	1549.8111	2.06179500585199	1.58617823455278	3.3220017890396	-0.321518864084537	0.562703225407496	-0.331359260461854	-0.0157753345960341	-0.378346007870773	0.688151950497047
Stc1	2505.81505	2006.2889	2116.98725	6080.5061	2686.2185	3532.44495	5.54104829387959	1.85704399144295	2.77056655430434	-0.320750570724803	-0.243267355253458	-1.17861474883872	-0.783524331175464	-1.57715094950738	-0.999977917382037
Me1	2800.2162	2242.8722	2438.2566	7543.43445	6180.13905	5205.4987	71.2935347692949	74.4926154404981	83.1733292902	-0.320190802268723	-0.19968825762003	-0.287582219237205	-0.535185133644289	0.0633261639637857	0.222349729583527
Rarb	1746.3384	1398.8539	3331.7529	5228.5284	4576.4452	9539.8776	2.78686843845745	1.08949399534638	3.68767068085127	-0.320087855509362	0.93194825996135	-0.192177543227453	0.867565807442903	-1.35498665260521	0.404064927089125
Slc22a23	168.3955	134.8919	224.6036	139.25405	1241.25755	455.63375	0.11242205975732	0.912841276533451	0.171172218325941	-0.320049866246495	0.415527465721485	3.1560113010727	1.71015532840434	3.02143887555757	0.606523414951063
Sgcg	8314.4666	6661.7264	14011.83635	16847.1583	9750.6862	25687.5344	4.92527624929055	6.10975918781737	5.04474534164789	-0.319727609798708	0.752950425494559	-0.788929608325667	0.608563155946086	0.310910873444443	0.0345767992024788
Sigmar1	3436.10135	2753.66005	4373.333	12201.2032	11660.91445	11769.63575	119.226663124717	145.621197790219	178.55481912891	-0.319422126139399	0.347960613846713	-0.0653424943599745	-0.0519537514794663	0.288513473678954	0.582660164845203
Tubgcp5	998.189	799.9654	1245.9314	2969.1316	4205.1016	2600.558	9.93349131128215	6.68215657956161	10.7902243284924	-0.319375403399368	0.319839726295644	0.502099619126144	-0.191219824331137	-0.571987080029071	0.119352084584749
Otx1	634.6368	508.74355	856.31585	2150.83145	3379.949	2784.9744	0.74298189062674	0.182920966442351	1.63667703146919	-0.318992581099433	0.43221184963126	0.652107005536706	0.372769593775441	-2.02210660047962	1.13937070800781
