brd4_unstim	brd4_2	brd4_24	h3k27ac_unstim	h3k27ac_2h	h3k27ac_24h	rna_unstim	rna_2h	rna_24h	brd4_log2_2_v_0	brd4_log2_24_v_0	h3k27ac_log2_2_v_0	h3k27ac_log2_24_v_0	rna_log2_2_v_0	rna_log2_24_v_0
Rftn1	21.5481	25.48665	62.46345	132.804	231.4956	144.61965	3.08574607852481	7.86934008239602	7.90999991511721	0.242181090483824	1.53545158938816	0.801686171970912	0.122964989151146	1.35062330780816	1.35805832966195
Dlst	2628.57485	3109.09905	3931.973	6234.96085	10193.35745	8124.03035	44.7014871307599	68.3517213714356	68.1403299204021	0.242215761972762	0.580972598074093	0.709176912926097	0.381815128064515	0.612654843316307	0.608186104821369
Neurl3	2616.11285	3094.98005	4184.9928	5402.2052	10305.72505	8842.75085	1.33247791632556	2.81506294923061	1.98566137642685	0.242505334950391	0.677800365698085	0.931825661924298	0.710946799770474	1.07905556075721	0.575507991870789
Elovl1	1929.7362	2283.06095	2765.19815	9232.93425	16209.1314	10453.61065	61.8435576670337	82.4357058011236	99.9192399551169	0.24256573437502	0.518979224775775	0.811945665104707	0.179140213497419	0.414646039300721	0.692139187598001
Itga7	8903.8345	10534.3452	16897.3891	19853.73165	41174.59185	36186.31375	47.1941599264883	92.8446653442475	360.500745882712	0.242601959107171	0.92430166375858	1.05234415142373	0.86603395219255	0.976210675022575	2.93332199596899
Mrpl22	3587.21955	4244.1289	5156.76505	9117.41085	8924.9874	11452.46575	46.6435712073538	34.8989048855284	60.2208674429409	0.242602427713848	0.52360026984463	-0.0307740555707348	0.328962155228611	-0.418496485010052	0.368585238379231
Hspa14	1534.72685	1815.8232	2057.93315	4319.3438	6460.82515	5909.7846	19.8118400659737	32.7851117442587	39.4147187399508	0.242641831354977	0.42321421019455	0.58090627872155	0.452293394932175	0.726677932367755	0.992371599863827
Oma1	735.9758	870.8843	865.16835	2244.33515	3200.07015	2251.7689	5.05283101541095	4.04807564259424	7.57278550736981	0.242822735452318	0.233322559846986	0.511815399455413	0.00477063871895744	-0.319855683350239	0.583732134269587
Vapb	5288.5033	6258.17015	7616.5555	19889.89495	32074.60025	24692.6802	89.105120848366	84.335932245409	155.667698522288	0.242881400971234	0.526279220098209	0.689395628439547	0.312047781912421	-0.0793609073077937	0.80488936170825
Sirt7	6457.8119	7641.96115	10672.3934	17815.1259	28597.59795	27409.6122	10.4910381972697	10.5581679338027	20.3481865705762	0.242897503933833	0.724766427902543	0.682791294112951	0.621579237521102	0.00920206355844977	0.95574277265758
Plcg1	2075.57635	2456.6281	2739.36945	5259.66715	9639.27495	7162.68505	33.3859458248199	25.3111431838755	53.9408408768422	0.243167467469187	0.400331848431138	0.873953129794405	0.445529003131876	-0.399468243813512	0.692137099334082
Tinf2	6271.3704	7423.37615	7992.32365	22390.90995	37991.50445	25572.58745	9.54611352399941	13.0271788307935	13.372335880517	0.243294742887153	0.349834275774981	0.76276368390217	0.191684981289253	0.448539288942502	0.48626609913103
Tmem181	2109.5378	2497.1051	3440.52495	4841.0145	9394.8088	6580.99615	25.8850052006228	17.9100949850298	48.2247995160094	0.243329604867416	0.70570176702158	0.9565543852751	0.442996562441898	-0.531343619470475	0.897658632545292
Ccdc58	1745.87065	2066.77545	2077.2903	6713.7884	11341.9817	7721.36165	19.1868794839432	17.9360074627183	23.4079801987008	0.243434977120929	0.25075617104995	0.756473760548859	0.201728218930217	-0.097261310024245	0.286880360634492
Fam162a	1745.87065	2066.77545	2077.2903	6713.7884	11341.9817	7721.36165	74.6796451950535	79.628323021262	181.481619089474	0.243434977120929	0.25075617104995	0.756473760548859	0.201728218930217	0.0925666013703754	1.28103645746095
Ethe1	3192.6236	3779.89965	5076.6757	7316.2349	9187.2525	8629.292	28.551516634006	76.3397063372947	46.4275659816628	0.243605459966686	0.669141629242947	0.328532083899296	0.238140800741361	1.41886625437711	0.701414265502433
Mpzl3	1438.0184	1702.8321	1840.99565	3615.0207	5298.43155	4413.60665	1.77077499869732	2.24009864209676	4.69609337644626	0.243854055923592	0.356404082082447	0.551561445802115	0.287954151071986	0.339181352840608	1.40708018557365
Myo1e	8157.0077	9660.36435	10361.2123	26711.1064	47234.5697	31269.4047	20.8835484886048	24.0500775362109	40.0130291977688	0.244037588777758	0.345080894470538	0.822403380472094	0.227312018773697	0.203674672735476	0.938102980015019
Sart1	12130.6818	14366.6021	17816.9523	26849.7119	44588.95485	34215.2507	31.9023436145507	35.9976679771113	44.436481734567	0.244058245998424	0.554589937224556	0.731779775728281	0.349732910204629	0.174241036678231	0.478082184288207
Cars	6302.822	7466.3398	8954.5209	10319.9668	16944.6761	13958.9771	32.7196556634205	86.1563284049145	57.1700102445134	0.2444032488169	0.506618325055351	0.715393730230055	0.435754896633407	1.3967992043596	0.805100983132961
Cited4	753.2684	892.334	1179.034	2464.2136	3502.686	1633.9176	0.242496751841815	4.07912314558927	4.97241153992326	0.244419802194233	0.646369408247402	0.507334347424216	-0.592792086558198	4.07222173348891	4.3579083773363
Nsdhl	695.7049	824.1584	793.0809	2735.55095	2680.90175	1886.00835	57.3540755858366	49.2459126022517	98.1316556486875	0.24444616241148	0.188992556832568	-0.0291130781244355	-0.536495363029148	-0.219892021694339	0.774822593152559
Foxs1	11738.24805	13907.08555	18310.68595	38397.7964	59912.49735	44765.0299	19.5824145574537	139.758559248689	49.5245579632925	0.244603011709476	0.641468737746873	0.641833452117309	0.221348630984954	2.83530607221352	1.33858543466651
Capza1	2439.9107	2891.0937	2752.94395	9009.3815	14802.78505	8089.72315	67.9316275772626	85.6383293981974	101.947155315007	0.244787020597377	0.174146890380884	0.716368662719626	-0.15533773650216	0.334173232217712	0.585666194323422
Brox	7195.95985	8527.06665	9952.85195	23245.67915	34878.13415	26700.1752	28.7253842737069	22.8775134375476	39.0268123180035	0.24486239611652	0.467922846335577	0.585360286865139	0.199886632040894	-0.328395938881826	0.442139436647148
Rps23	1106.85505	1311.68405	1253.2565	5242.48365	7572.9901	5473.41485	1208.04996573294	1199.12229934369	1480.38028856981	0.244953950700801	0.179215412642405	0.530612585785681	0.0621907508663355	-0.0107013189444789	0.29328770452876
Tstd2	936.1699	1109.47375	1112.2487	5452.6812	9581.01355	4975.6298	10.2138506209557	8.92974474852751	12.6043273910365	0.245033248999425	0.248637127319615	0.813212474536984	-0.132086659238094	-0.193836022229386	0.303392268536254
Gtpbp10	1922.56105	2278.4818	2180.38665	5124.04765	7930.8563	4838.8105	7.61298623019518	5.51215426109018	7.78109428820235	0.245043435683241	0.181554581146369	0.630192751333123	-0.0826314510285862	-0.46584620543303	0.0315105930208204
LOC100125367	6620.75215	7847.01725	9648.14075	16044.9928	25327.92615	19428.6794	1.31731452318789	2.7307979151915	2.1470343397424	0.245149248069245	0.543255830270139	0.658605811822545	0.276064699621028	1.05172270970126	0.704745420021671
Prkar1b	1522.61135	1804.8651	2636.7141	2376.51285	3218.4938	3291.7467	0.142585927903021	1.24484580773087	5.94206641528199	0.245343272976799	0.792193410028281	0.437539487258478	0.470007122175355	3.12606354318936	5.38106121906712
Nfil3	5814.80175	6892.92595	9235.24845	16181.10265	25826.4278	17743.92805	11.1115511457273	62.0573917289725	26.0059454443145	0.245386511418406	0.667420768379264	0.674538187335868	0.133015498058986	2.48154283416298	1.22678126043211
Spag5	3377.6059	4004.5025	4731.08445	12812.2882	15175.80695	15194.66385	12.2500187040564	7.72299200561108	3.67971490034579	0.245622016421791	0.486169909330618	0.244245075975748	0.246036603001563	-0.665552168923782	-1.73511805448331
Loxl3	10442.69195	12381.5565	14719.16955	33553.9409	46959.1283	33055.15025	29.7479918340946	31.7613821211597	60.5208893344936	0.245699026519944	0.495202615060638	0.484923407555119	-0.0216071480877602	0.0944814126050018	1.02464090640314
Rab7a	4151.03635	4922.2651	5120.4305	8028.7223	12454.298	9933.6838	143.721371078062	188.874876244023	243.908294076981	0.245850794115057	0.302793544395319	0.633401385809357	0.307158411068407	0.394156206507259	0.763064214077869
Ppil4	4058.309	4812.50695	4258.84185	12824.0068	12975.05225	9769.6627	14.5238186329624	14.441063164746	11.5051244431779	0.2459099079674	0.0695824409088335	0.0168932526659855	-0.392466436836147	-0.00824386091408069	-0.336144231317813
Bloc1s1	9111.38585	10804.77965	16593.40435	21644.47785	43915.8904	36458.648	82.243317393625	83.9537343250783	136.177835964803	0.245927239486255	0.864867493030069	1.02074405738101	0.75226206526512	0.0296960400178472	0.727521548423624
Mapk1ip1l	2398.6775	2844.8819	3063.73605	8433.1455	10469.24695	8595.7269	18.8538535370663	45.5992699725216	29.1264791503679	0.246129561325382	0.353052808496715	0.312014922263215	0.0275488007887716	1.27415130164548	0.627471891104491
Brf2	4024.3838	4773.38565	5466.54355	14140.19755	16247.1026	16902.4573	7.76815531077587	9.21073777565083	12.6239193056328	0.246244999336366	0.441861017650945	0.200380184555318	0.257430726626874	0.245744674893997	0.700515938186626
Rab2a	4897.75195	5809.49985	5779.03905	11778.1292	17665.71825	12075.1439	311.780816684969	358.876927460796	472.412192400873	0.246294255363141	0.238709909020551	0.584842002944702	0.0359299774763748	0.202957009572833	0.599514035145646
Fdx1	1346.69605	1597.3934	1628.5336	4956.8336	6735.12185	4671.8784	22.0989665538586	51.1352682541694	35.6230532060531	0.246295387462769	0.274149215290516	0.44228521815984	-0.085416104479398	1.21033976421028	0.688832268928518
Cit	665.60165	789.51705	1332.0948	1573.1622	1570.62915	2236.91815	3.59120527525119	2.8381666867369	0.737155341650364	0.246311412247421	1.00096584207152	-0.0023248486030365	0.50784504172027	-0.339508798614357	-2.28442754322612
Anp32b	1329.39395	1577.22805	2100.83745	6259.67865	12225.26305	7422.33395	150.513950541134	176.338149984998	169.477510021946	0.246622579806283	0.660195845982294	0.965705006608475	0.24578431693339	0.22844741830384	0.171196626907551
Vipas39	2003.83875	2377.7926	3003.76965	7019.13285	11176.877	6086.5367	16.91953143835	7.2940345228091	20.8479656902238	0.246856464546875	0.584007762434377	0.671152417381917	-0.205671255943548	-1.21390068257741	0.301216999073818
Amacr	1026.0752	1217.6484	1216.2844	4167.53945	4811.8884	3349.32235	4.33376593319098	1.95557608954346	8.64471137584524	0.246961141955211	0.24534414066267	0.207407327261462	-0.31532662332323	-1.14802756453072	0.996196561342621
Prpf6	1918.19755	2276.48445	2837.6661	6671.74615	8899.72755	7312.71515	46.5946598492124	35.074511289343	58.893014397395	0.247056297477991	0.564953534328804	0.415696773673551	0.132342768822891	-0.409741616835588	0.337931899711664
Comp	2983.1491	3540.38775	4747.081	7083.8539	14729.5664	10877.05305	0.383211413591767	0.326670490563477	0.782958173073054	0.247071289225184	0.670204580410978	1.05610859898352	0.61868137334225	-0.230304394712862	1.03079470737813
Dhx15	2289.9738	2717.75415	2945.9957	7470.5905	9776.05935	7915.5805	41.3770348440399	62.3377642886154	58.5725019478021	0.247083862489674	0.363424232321	0.388030760843288	0.0834728733962145	0.591276151717991	0.501393258389867
Slc35a3	1301.6157	1544.7904	1820.823	5135.1362	8759.2927	4845.8427	9.77600715685812	8.21307606731078	11.5152448655899	0.247107545976625	0.484287128574518	0.77041183715601	-0.0836549673778393	-0.25132268133824	0.236227843160146
Hebp1	3476.9971	4126.63055	5057.72965	8136.05795	17669.1492	9993.7319	19.8605044456461	34.3206144429289	47.2996355166732	0.247122418386304	0.54064805913699	1.1188307132037	0.296693560687652	0.789173114704173	1.25192679945877
Map1b	4395.4515	5216.8899	5162.40905	5718.6417	13342.94225	6739.728	3.5837953232585	12.6009906150581	10.7828084663722	0.247178619929155	0.232033093364759	1.22233240824395	0.237017852019001	1.81397700424589	1.58917283812865
Casp8ap2	2379.9305	2824.8615	2880.69575	4385.55675	7418.46125	3833.514	4.50572162587781	3.76723221840499	4.1428222648241	0.2472606916371	0.275497851845337	0.758359965981914	-0.194092557028506	-0.258253217092928	-0.121144256013616
Tpbg	1193.56905	1416.8905	2067.3678	7543.7926	15517.4508	9058.6937	24.5787551031281	44.609462882966	57.5097932357027	0.247446237143441	0.792513046503769	1.04052965374193	0.264013010024961	0.859937931490641	1.22639580477228
Zbtb40	2005.2204	2380.6144	3045.8485	7625.6961	6715.9327	6396.07205	2.83675325560206	1.65765633931965	3.98221237010129	0.247573142526125	0.603083367710774	-0.183281264605215	-0.25368284730895	-0.7750957262955	0.489329492947165
Cdnf	1573.5686	1868.1917	2098.7574	4417.1573	6525.1954	5975.7256	1.87062351608093	0.208081041983629	0.962109790014429	0.247602426775179	0.415495337412237	0.562902895195274	0.435995693070456	-3.16830179532659	-0.959245789338976
Aida	7117.49995	8451.4632	9844.2041	22903.6244	34635.52085	26491.3461	47.8606928140072	66.1737523337964	70.1067989937506	0.247830558667333	0.467903991686798	0.596676452617796	0.209945236303696	0.467417807874893	0.550713083377545
RGD1562079	1995.5068	2369.58325	2794.435	5672.9707	9050.44015	6135.0104	5.27394928915657	0.1482696719405	0.474680273675188	0.247878152654303	0.485801422494468	0.673883543745578	0.112961376795058	-5.15258826456352	-3.47385569732179
Cpd	890.2589	1057.1707	1100.91815	2626.58105	4799.43495	2561.5949	20.9817822897355	19.8219158463203	39.0983124388091	0.247911487123728	0.306410354263006	0.869678460287032	-0.0361437626527881	-0.0820408223452143	0.897969106962345
Camta2	8048.50815	9558.6056	9980.14705	29631.1472	40575.11205	31121.8024	18.3937397992818	11.1654798603081	20.8693008897949	0.248078780715604	0.310339678847582	0.453480596059839	0.0708111327512881	-0.720169581693709	0.18216743472719
Nrf1	3852.9208	4576.37885	5512.11835	13987.06365	20168.70435	15345.25575	5.20226584577271	12.197733224766	8.07021889676458	0.248253958325268	0.516654333795939	0.528025282706013	0.133699565918487	1.22940103757877	0.633467680069213
Nfyb	3654.00185	4340.2721	5356.87795	7632.0023	9950.3208	11279.82725	9.96812652990558	11.8101528455763	7.68373150811809	0.248308126436218	0.551915061972638	0.38268143301671	0.563611461871799	0.244633349674742	-0.375515273322191
Fosl2	8194.71555	9734.02035	11276.58575	24633.6491	31719.03925	28029.5069	18.6461581078544	96.7661293710721	16.2553477656351	0.24834191848838	0.460564546843903	0.36471871639788	0.186316007480549	2.37562375026954	-0.197963984031515
Mir219-1	1608.25735	1910.39075	2303.08775	7120.31135	15884.5442	10562.83305	0.102374535114282	0.103980805625606	19.4419097315157	0.248369474234771	0.518071098282613	1.15761146070737	0.568984598376566	0.0224603375697585	7.5691692275432
Kctd1	1562.58615	1856.36565	2378.71135	5300.4297	9682.1645	7371.62945	3.27408519745899	2.63191322684883	6.64958459324569	0.248545175370641	0.606244483341683	0.869220283684021	0.475874230664973	-0.314979938999326	1.02217235294199
Cdt1	4254.1933	5054.8457	7678.6099	16705.14195	31314.0657	25355.41025	4.14293882335492	2.07083124214628	1.40537574463946	0.248781467020979	0.851959568476417	0.906518592853752	0.602001375510337	-1.00044452786126	-1.55969861250385
Pgp	4707.43785	5593.75075	6490.53325	14940.76695	19439.7726	15312.48635	12.2629526887212	20.1804997289125	22.5615736695384	0.248873922930125	0.46339496443581	0.379757135406575	0.0354543505864093	0.718655505557146	0.879561304481573
Rps19	2887.48445	3431.20915	4119.13395	8789.30425	12957.01605	9141.0611	171.19390547021	244.301352184397	207.281761006296	0.248903891134788	0.512527864739058	0.559912636341746	0.0566126759247023	0.513030506320703	0.275961834921013
Dnaaf2	4896.06195	5818.0379	5317.29305	10125.7111	16270.8179	11137.3744	4.40936288713986	6.96249007068161	9.05267779940947	0.2489108819028	0.119070166724471	0.684263546156901	0.137385934131032	0.659033150482947	1.03777439275734
Carkd	3817.6851	4536.75585	5520.6692	9407.98285	18400.775	12885.07175	20.2557418725713	19.5439077100832	25.9797853857014	0.248962914105844	0.532145049428108	0.967809195318793	0.453743235437102	-0.0516119690637096	0.359058587865745
Dok1	10579.6643	12572.8623	15052.03875	34574.6723	49273.3067	34138.6742	13.7739972228826	23.9495312194001	20.0753043949868	0.249019276286214	0.508665058124672	0.511090715712978	-0.018308546171971	0.798050126112552	0.543474571735012
Rai14	17180.56295	20420.34835	18273.44565	58669.99225	68215.80935	47955.35915	69.8862586813945	153.861162592246	73.6257019918657	0.249230167732385	0.0889713853337035	0.217483328248116	-0.290930751843094	1.13854839459595	0.0752006695777219
Abcf1	5108.62295	6072.1639	6455.49135	15408.1809	17333.48715	14252.153	46.4788892715765	57.9795602061281	52.9484494052177	0.24927627326292	0.337592448994814	0.169865378628874	-0.112516670062329	0.318968797752949	0.18801284315168
Rpp38	3378.2318	4015.64835	4233.40015	8662.6086	12410.57075	8556.74605	9.06395289852612	12.2319921221481	14.118371452816	0.249364614955484	0.325548538533088	0.518696026103317	-0.0177392594824664	0.432447113439617	0.639361414821334
Rfx3	3069.1522	3648.6366	4090.4604	9907.738	15163.089	10929.247	1.20695902577353	0.517419265927982	1.83733511758236	0.249517276139949	0.41442304304762	0.613936063347126	0.141566382454958	-1.22197102146917	0.606238088475963
Ier3	18345.6862	21810.70515	24310.3168	63329.9613	101484.85745	62829.8837	31.4802594882733	278.059279155584	112.026032500324	0.249595545718311	0.406127825975847	0.680304376111337	-0.0114372881822753	3.14287314434486	1.83131468532856
Mtmr10	3872.90875	4604.78625	4123.509	12134.5726	13445.23225	9302.4486	4.93036404575423	6.42375574585661	5.22882760412254	0.249716678995002	0.0904550461309217	0.147971380979726	-0.383440876265087	0.381722861947458	0.0847933293875056
RGD1562136	3047.5825	3623.74485	3953.8107	7865.57635	12219.173	8882.40915	10.8267008391338	21.960290446643	11.4582560084218	0.24981610190822	0.375578523519584	0.635522258021762	0.17539854465655	1.02030345013586	0.0817937915434048
Alyref	8149.6504	9692.19485	12953.732	23795.68295	39028.133	35210.52255	50.2098725974312	136.127935369188	69.9351164830043	0.250085236146546	0.668557723851315	0.713814588527825	0.565306776730324	1.4389201891338	0.478045992919805
Atic	2051.4029	2439.84695	2276.89865	4183.85035	6919.61175	4316.1654	41.4605031306817	47.2629589276673	61.6854120639943	0.250179783215707	0.150459207130085	0.725859842989317	0.0449189019895506	0.188972329063703	0.573191723944421
Tbc1d24	3950.4789	4698.6277	6154.03535	8622.5815	21194.3278	11954.08265	2.95650502609213	4.51392910627934	3.32015049579552	0.25021190326143	0.639505175057243	1.29748644544547	0.471311657530897	0.61049103069193	0.167355907838578
Actr5	703.69505	837.24935	1059.1365	2239.83465	3841.51455	3236.79855	3.14029771207277	2.2633472174319	3.73903440191642	0.250706986187646	0.589866263971187	0.77828298498957	0.531175345736024	-0.47244341480377	0.251764406597485
Rpl41	4441.0361	5284.36365	5906.30825	8838.8715	11125.7927	9141.16815	2544.78588900454	3214.41394002673	3400.91520234541	0.250833452202443	0.411360353998784	0.331974039238062	0.0485163533213857	0.337011448589074	0.418378757481765
Clcc1	1004.3342	1195.2188	1053.2876	2749.2868	2321.0326	2309.8268	11.5994415223536	9.34313304597369	13.5658663796429	0.251035328903958	0.068660000638209	-0.244290627551376	-0.251272737024886	-0.312077028528728	0.225925842141998
Akr1b1	1620.9976	1929.31595	2239.64135	4335.9414	4850.55205	4400.98205	219.481378083157	246.781711686163	183.384828954044	0.251207467531284	0.466385766720615	0.161803693463257	0.0214802286351947	0.169136944922236	-0.259224246659667
Htra1	25582.97625	30451.21065	37915.79005	65029.02735	83752.74175	71019.78735	308.789991979392	448.328049505568	1292.13896168363	0.251315473574392	0.567614671634891	0.365052574335065	0.127137195286627	0.537928769003237	2.0650633313591
Sema3c	3115.43605	3708.5088	2839.5563	8792.7622	8069.5641	6982.56415	58.1537726379413	62.2523379638541	39.2427752909861	0.25140508915687	-0.133768586843436	-0.123825707217012	-0.332559528780555	0.0982552330112503	-0.567445713291223
Zswim4	11624.9902	13838.8487	18676.9914	54316.57475	96015.17725	69985.88455	4.06308479289498	19.7921428779884	7.08218750244263	0.251494425339828	0.684032575919364	0.821869967773285	0.365671469438556	2.28428044243834	0.801619567276685
C1qbp	2966.582	3532.0724	3481.64505	8374.27815	14301.4764	7636.42705	206.795868871504	256.884319990048	260.845618685063	0.251713254254369	0.2309674680385	0.772127347192976	-0.133067053233992	0.312911466545193	0.334988835773832
Uqcrq	8272.983	9851.7791	12416.4814	37693.84545	36926.26975	36637.8947	58.8509974013734	74.5727073381235	108.364867837291	0.251976662004052	0.585776875820439	-0.0296814528620946	-0.0409923781946038	0.341580852917973	0.880758335884959
Anapc11	8108.0837	9655.45955	12880.9278	23539.23795	38678.7014	35027.10785	14.6035374841705	13.4677037624895	21.3243983779387	0.251983943774409	0.667803626057191	0.716471742644401	0.573404255412923	-0.116813989399961	0.546187157274695
Stx8	1339.73915	1595.4858	1746.20705	2901.5558	4427.08235	2610.96355	15.5008347834667	20.1925732835786	27.8809942664793	0.252043636230189	0.382272499004328	0.609529536139762	-0.152244356471801	0.381478862669149	0.846936097561801
Rgs9bp	1620.2093	1929.55025	2351.1023	3818.8409	7775.7197	4912.78975	0.536186249962841	0.303443712498655	0.244194232694859	0.252084421813157	0.537157120482194	1.02584139759207	0.363407682313133	-0.821305295532178	-1.13470509552128
Katnb1	5355.62635	6378.32185	7514.0726	19850.78975	36493.44015	28469.5884	12.6350470734525	7.93139127058931	18.8226054082184	0.25212158720505	0.488539744593989	0.878440751632102	0.52022523028179	-0.671785178264429	0.575035299212812
Mgat1	9134.35585	10878.7638	10177.2807	33851.3441	32411.06225	28257.4713	104.307515682871	200.632028171397	65.5955927931197	0.252139726902788	0.155977235174115	-0.062726813768105	-0.260580750735524	0.943708818659003	-0.669172320221242
Slc4a11	1848.79495	2201.87795	2566.7891	5700.38515	6693.38025	5704.42365	1.19298270320159	2.00142599482766	3.05264190183943	0.252149278405392	0.473379537683041	0.231675576794666	0.00102173114312087	0.74645514543811	1.3554852344856
Flnb	4134.95925	4924.80335	5401.74285	11534.1592	15227.8937	13253.9795	7.17322514723739	7.65415990361866	9.25618398202674	0.252193006428694	0.385551850260558	0.400803563740974	0.200512752690345	0.0936221271737554	0.367795627094056
Rpl11	2367.30915	2819.61825	3328.94845	8286.89865	12014.4688	10741.97525	855.629159712846	1073.69784699071	1237.60208351727	0.252251726590522	0.491818408175007	0.535868680465933	0.374355119554052	0.327530501375056	0.532489975412206
Pip5k1a	3784.7011	4508.405	4121.9407	10999.72525	13310.0431	9836.876	19.0326738110444	27.9046738603096	24.3303141638668	0.252437755182793	0.123144383161613	0.275047754217008	-0.161195367110086	0.552028531484092	0.354276695811173
LOC288913	9911.1066	11806.3599	15810.0639	41756.38285	70833.69445	53971.88885	100.093914242675	106.86603189537	179.356621945232	0.252446174013455	0.67372514664058	0.762439046679601	0.37021143433306	0.0944490950632071	0.841476751074377
Sp140	3351.39855	3992.28795	3553.4863	8800.32015	11508.91	7196.62045	13.3620824001014	28.9692836623985	18.9353648102982	0.252452518295799	0.0844718744247377	0.387123289267093	-0.290236436449652	1.11637915015529	0.502938355901183
Dynlrb2	3012.676	3588.79625	3880.82775	10833.09975	14858.02955	12714.9873	0.27564302475453	0.17972635073642	2.48961537982458	0.252454492244579	0.365318874931493	0.45579669011034	0.231083910674254	-0.616999147622825	3.17504987875477
Rras2	6804.0456	8105.26145	8199.48085	17156.3464	16536.64465	16934.53335	58.432956772396	83.9953513513775	42.1081948708068	0.252465913430276	0.269139758584139	-0.0530758147911268	-0.0187741182120718	0.523527192317888	-0.472681262919382
Nop56	1237.9667	1474.91345	1790.9318	4242.2664	8532.93395	3843.28565	54.8258114547872	127.084589268199	63.6627623548547	0.252657789482585	0.532737891384368	1.00820666065008	-0.142495012221888	1.21286192967035	0.21559449768916
Mrps7	2475.64085	2949.56375	3071.7502	9079.58395	13139.27395	9173.8275	59.1010090493827	81.69719521691	111.761017080657	0.252699558153859	0.311258865546478	0.533187461291757	0.0148975889532164	0.467103787228582	0.919162387865783
Slc25a1	2582.0295	3076.53965	3802.3525	9451.47525	16281.7411	11618.8261	74.9185654158751	88.5675428115797	139.09396791405	0.252803102199708	0.558386800629844	0.784643545918128	0.297852876822827	0.241454819486694	0.89266467650624
Dnajc25	2052.90315	2446.43375	2648.7348	4519.52195	8626.0193	5852.3151	15.619878875889	31.5184165582893	26.5365800494683	0.253014647883878	0.367637836691694	0.932524763566461	0.372837268648233	1.01281179144211	0.764599186546131
Agpat2	7017.6014	8363.72265	11021.9982	20268.24245	45128.2437	32283.9745	13.5071684083745	51.6173122687401	34.2536069555071	0.253167216468661	0.651335886624768	1.15480964118315	0.671597208939458	1.93412975652261	1.34253064875884
Nqo2	1546.2331	1842.98395	1994.6768	2630.71495	3263.66745	2622.1694	5.05862365289307	2.08329204952247	7.02719275079076	0.253285680083735	0.367397176748328	0.31103912763917	-0.00469404337177082	-1.27987981076516	0.474203560421256
Cfap52	1343.69195	1601.577	1757.52545	2913.2198	4454.44955	2614.37635	0.125067620745454	0.188340717716036	0.869035800761313	0.253290732184507	0.387343151589889	0.612632608787871	-0.156147717878365	0.590636599710397	2.79670727868817
Eaf1	3197.67645	3811.38475	3887.4621	11665.2155	17367.40995	10172.6604	11.121990398584	48.0795197268409	18.3938500730331	0.253291281834667	0.281804639843307	0.574169657456514	-0.197515930871299	2.11200748803229	0.72580848946783
Mrpl1	1240.826	1479.03545	1253.7877	3193.2874	2730.66185	2836.81365	0.487947338433853	5.32280375976664	0.925149978322507	0.253355810109067	0.0149922599994099	-0.225791733351194	-0.170771019938382	3.44738901932133	0.922961809633066
Sufu	9040.553	10776.3184	12813.77495	23273.65575	40561.99845	29410.65035	5.88779090601199	11.1546178597328	16.019363078065	0.253381454386037	0.503212629184217	0.801430891887748	0.337640844136368	0.921842747112344	1.44401844527201
Mia	5616.96425	6695.63365	9060.8612	10963.23965	16406.5914	16028.48405	1.69678181142788	0.579764632945942	0.580453387586634	0.253429972632514	0.689857558702302	0.58160135924774	0.547963804656501	-1.54926182787653	-1.54754893770648
Gmeb2	1760.9583	2099.22985	2052.7574	5863.0995	9249.2261	5845.19685	4.56450204522442	12.0434222243297	4.43740014796926	0.253499393478107	0.221202390075884	0.657669117428988	-0.00441192872652074	1.3997160163232	-0.0407428251958755
Spcs3	1149.65075	1370.5655	1390.925	3687.902	6080.453	2758.213	48.8526552714526	47.2267846309546	79.7071643811902	0.253575622503311	0.27484897607328	0.721378490935269	-0.419066447291559	-0.0488316636543784	0.706272426298262
St7l	2462.9147	2936.3565	2767.77505	9085.7321	14915.99875	8124.05095	8.03193099331002	9.67056636328622	10.1572526863658	0.253660472178407	0.168360030431597	0.715185909192925	-0.161403479490032	0.267853510227428	0.338691458093126
Ring1	1707.9556	2036.30715	2439.2446	7556.51555	16584.2289	10961.9941	21.9687139158583	21.610777317754	31.0414822258031	0.253684718134789	0.514163963284117	1.13401889481324	0.536717223957208	-0.0236994491168598	0.498747033101099
Grpel1	1828.1223	2179.60635	2900.50855	5394.26025	8087.72995	7399.4664	60.2767484068411	72.2335326493099	89.9045606180586	0.253705010305584	0.665943283215052	0.584309699211673	0.455996109859003	0.2610671347582	0.57679270794606
Spred2	5043.33355	6013.2245	6950.7399	17837.2984	36275.3466	20745.20835	8.53524137379685	20.3584290854017	16.2976748621913	0.253761177961817	0.462788915897416	1.02409227465099	0.217881022453978	1.25412238535388	0.933162296511224
Acbd6	3957.126	4718.7658	5592.1353	9533.7612	12796.40655	12793.40355	14.3959385478917	16.2947488600087	33.108710598274	0.253956566642389	0.498946263385632	0.424621339039044	0.424282734476467	0.178745268021146	1.20154897787217
Ntn3	3852.6233	4594.5733	6114.80375	8099.1487	21155.3862	11671.75585	0.44468871878418	0.523145551348211	3.16675174848641	0.254089754293924	0.666465067557704	1.38518284323335	0.527179430689285	0.234416588156931	2.83213606361474
Sec16b	2491.70425	2971.6401	3147.768	5909.3327	7989.60405	4753.12	2.93362146033186	1.90455627292484	2.80932035840163	0.254126559916219	0.337196374308053	0.435128781581893	-0.314120400836547	-0.623227809868796	-0.0624615746347281
